n,PMID,QID,Type,Question,Human Answer,Model Answer,quote_in_pdf,all_models_wrong,verdict,note
288,37755428,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, INSTIs",n/a,True,,
289,37896785,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, NNRTI, PI",n/a,False,,
290,37914679,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTI, NNRTI",n/a,False,,
291,37957382,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, PI, INSTI",Not reported,n/a,False,,
292,38022124,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTIs, INSTIs",n/a,False,,
293,38031075,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTIs, INSTIs",n/a,False,,
294,38033131,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,NNRTI,n/a,False,,
295,38058846,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI","NRTI, NNRTI",n/a,False,,
296,38142692,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTIs, NNRTIs",n/a,False,,
297,38152686,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI",NRTI,n/a,False,,
298,38314093,15,List,Which drug classes were received by individuals in the study before sample sequencing?,Not reported,"NRTIs, NNRTIs",n/a,False,,
299,40391923,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, INSTI",NRTI,n/a,False,,
300,40400229,15,List,Which drug classes were received by individuals in the study before sample sequencing?,RT,None,n/a,False,,
301,40839365,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, INSTI",INSTIs,n/a,False,,
302,40857111,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI",None,n/a,False,,
303,40938996,15,List,Which drug classes were received by individuals in the study before sample sequencing?,None,INSTIs,n/a,False,,
304,40974886,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",Not reported,n/a,False,,
305,41012586,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"PI, INSTI, NRTI (presumably)",Not reported,n/a,False,,
306,41023944,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI,NNRTI,INSTI",Not reported,n/a,False,,
307,41056006,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI, CAI",None,n/a,False,,
308,41130593,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, CAI",Not reported,n/a,False,,
309,41140464,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",None,n/a,True,,
310,30053052,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Tenofovir, Lamivudine",n/a,False,,
311,35945163,16,List,Which drugs were received by individuals in the study before sample sequencing?,"CAB, RPV",None,n/a,False,,
312,36454248,16,List,Which drugs were received by individuals in the study before sample sequencing?,"3TC, TDF, AZT, D4T, ABC, DDI, FTC, EFV, LPV, DRV, NFV, RAL","Lamivudine, zidovudine, lopinavir/r, efavirenz",n/a,False,,
313,36519389,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"TAF, TDF, FTC, 3TC, EFV",n/a,False,,
314,36597160,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF,FTC,EVG",Not reported,n/a,False,,
315,36659824,16,List,Which drugs were received by individuals in the study before sample sequencing?,"BIC, FTC, TAF",None,n/a,False,,
316,36660819,16,List,Which drugs were received by individuals in the study before sample sequencing?,"CAB, RPV",Not reported,n/a,False,,
317,36694270,16,List,Which drugs were received by individuals in the study before sample sequencing?,"3TC, TDF, EFV, LPV/r, EVG, ABC, DTG",Not reported,n/a,False,,
318,36706364,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF, 3TC, FTC, EFV, NVP, DTG","Tenofovir, Efavirenz",n/a,False,,
319,36779485,16,List,Which drugs were received by individuals in the study before sample sequencing?,RPV,Not reported,n/a,False,,
320,36931676,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG,Not reported,n/a,False,,
321,36961945,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"lamivudine (3TC), emtricitabine (FTC)",n/a,False,,
322,37017009,16,List,Which drugs were received by individuals in the study before sample sequencing?,"LPV, ATV, EFV, NVP, 3TC, ABC, AZT, FTC, D4T, TDF","Ritonavir-boosted lopinavir, Efavirenz",n/a,False,,
323,37071019,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,Dolutegravir (DTG),n/a,False,,
324,37340869,16,List,Which drugs were received by individuals in the study before sample sequencing?,"CAB, RPV",Not reported,n/a,False,,
325,37358226,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Efavirenz, Nevirapine, Abacavir, Zidovudine, Tenofovir, Lamivudine",n/a,False,,
326,37376649,16,List,Which drugs were received by individuals in the study before sample sequencing?,"Lamivudine (3TC), Tenofovir (TAF), Dolutegravir (DTG)",None,n/a,False,,
327,37495103,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF, FTC, EFV, ABC, 3TC, DTG, LPV, Elsulfavirine, RAL, DRV, AZT","Tenofovir (TDF), Lamivudine (3TC), Efavirenz (EFV), Abacavir (ABC), Dolutegravir (DTG)",n/a,False,,
328,37498738,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG,Not reported,n/a,False,,
329,37515095,16,List,Which drugs were received by individuals in the study before sample sequencing?,"3TC, ABC, AZT, D4T, DDI, FTC, TDF, ETR, EFV, NVP, RPV","AZT, DDI, D4T, 3TC, ABC, TDF, FTC",n/a,False,,
330,37520425,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG,None,n/a,False,,
331,37541705,16,List,Which drugs were received by individuals in the study before sample sequencing?,"LPV, DTG, RAL, ABC, 3TC","Lopinavir/ritonavir, dolutegravir, raltegravir",n/a,True,,
332,37546367,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"FTC, 3TC, ABC, EFV, NVP",n/a,False,,
333,37554471,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Etravirine, Dolutegravir, Darunavir, Ritonavir",n/a,False,,
334,37574435,16,List,Which drugs were received by individuals in the study before sample sequencing?,"DTG, BIC, FTC, TAF",Not reported,n/a,False,,
335,37626789,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, 3TC, NVP, D4T, EFV, ABC, EFV, TDF","Zidovudine (AZT), Lamivudine (3TC), Nevirapine (NVP), Stavudine (D4T)",n/a,False,,
336,37632026,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, D4T, XTC, TDF, ATV, LPV, DRV","Zidovudine (AZT), Tenofovir (TDF), Abacavir (ABC), Lamivudine/Emtricitabine (3TC/FTC)",n/a,True,,
337,37649807,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"TDF, 3TC, FTC, DTG",n/a,False,,
338,37755428,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Tenofovir, Lamivudine, Dolutegravir, Zidovudine",n/a,True,,
339,37938856,16,List,Which drugs were received by individuals in the study before sample sequencing?,"3TC, TDF, EFV, DTG, ATV",Not reported,n/a,False,,
340,37946329,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"3TC, NVP",n/a,False,,
341,37957382,16,List,Which drugs were received by individuals in the study before sample sequencing?,"DTG, DRV, TFV, FTC ",Not reported,n/a,False,,
342,37993493,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF, 3TC, DTG, ABC, LPV, ATV, EFV","Tenofovir, Lamivudine, Dolutegravir",n/a,False,,
343,38020274,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Tenofovir, Lamivudine, Dolutegravir.",n/a,False,,
344,38022124,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"TAF, FTC, EVG, DTG, TDF",n/a,False,,
345,38031075,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Tenofovir, Lamivudine, Dolutegravir",n/a,False,,
346,38058846,16,List,Which drugs were received by individuals in the study before sample sequencing?,"3TC, ABC, LPV, AZT, DTG, FTC, TDF, DRV, EFV, NVP","Lamivudine, Abacavir, Lopinavir/Ritonavir, Tenofovir, Emtricitabine, Efavirenz",n/a,False,,
347,38090027,16,List,Which drugs were received by individuals in the study before sample sequencing?,"BIC, FTC, TAF, EVG",Not reported,n/a,False,,
348,38142692,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Tenofovir (TDF), Efavirenz (EFV), Nevirapine (NVP)",n/a,False,,
349,38314093,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Efavirenz, Nevirapine",n/a,False,,
350,40400229,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF, FTC",None,n/a,False,,
351,40431710,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, ddI, d4T, 3TC, ABC, TDF, TAF, DLV, ETR, DOR, IDV, RTV, NFV, LPV, ATV, DRV, EVG, DTG, FOS","AZT, 3TC, ddI, ABC, TDF, RTV, DRV, ETR, DTG, BIC, DOR",n/a,False,,
352,40490983,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, 3TC, TDF, ABC, EFV, NVP, LPV, RTV, ATV (RTV is for boosting)","Efavirenz, Nevirapine, Atazanavir/Ritonavir, Lopinavir/Ritonavir",n/a,False,,
353,40596906,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not stated,"Zidovudine (ZDV), Lamivudine (3TC), Nevirapine (NVP), Efavirenz (EFV)",n/a,True,,
354,40713598,16,List,Which drugs were received by individuals in the study before sample sequencing?,"ABC, 3TC, AZT (ZDV), NVP, EFV",Not reported,n/a,False,,
355,40763144,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, ABC, 3TC, TDF, ATV, LPV, RTV, DTG",Not reported,n/a,False,,
356,40779404,16,List,Which drugs were received by individuals in the study before sample sequencing?,TFV (no other ARVs specified; Data in supplementary methods),Not reported,n/a,True,,
357,40839365,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG  ,Not reported,n/a,False,,
358,40857111,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TAF, FTC, TDF, 3TC, DTG, BIC",None,n/a,False,,
359,40872801,16,List,Which drugs were received by individuals in the study before sample sequencing?,None,"3TC, FTC, AZT, TDF",n/a,False,,
360,40974886,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TAF, FTC, BIC",Not reported,n/a,False,,
361,41012586,16,List,Which drugs were received by individuals in the study before sample sequencing?,"DTG, DRV/r",Not reported,n/a,False,,
362,41023944,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG (no other ARVs specified),Not reported,n/a,False,,
363,41056006,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TAF, FTC, LEN, BIC",None,n/a,False,,
364,41057785,16,List,Which drugs were received by individuals in the study before sample sequencing?,"ABC, AZT, D4T, TDF, ETR, NVP, EFV, LPV, DRV/r, DTG","AZT, TDF, Efavirenz",n/a,False,,
365,41129268,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, 3TC, TDF, ABC, EFV, NVP, LPV/r, DTG",Not reported,n/a,False,,
366,41130593,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF, TAF, FTC, LEN",Not reported,n/a,False,,
