n,PMID,QID,Type,Question,Human Answer,Model Answer,quote_in_pdf,all_models_wrong,verdict,note
264,37775947,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"TDF, FTC, EFV, ABC; 3TC, Rilpivirine, DRV/r, Lopinavir",n/a,False,,
265,37957382,16,List,Which drugs were received by individuals in the study before sample sequencing?,"DTG, DRV, TFV, FTC ",Not reported,n/a,False,,
266,38031075,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"Tenofovir (TDF), Lamivudine (3TC), Dolutegravir (DTG)",n/a,False,,
267,38033131,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,NVP,n/a,False,,
268,38142692,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"TDF, 3TC, efavirenz, NVP, AZT, DTG",n/a,False,,
269,38314093,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,"EFV, NVP, AZT, 3TC",n/a,False,,
270,40431710,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, ddI, d4T, 3TC, ABC, TDF, TAF, DLV, ETR, DOR, IDV, RTV, NFV, LPV, ATV, DRV, EVG, DTG, FOS","Zidovudine (AZT), Lamivudine (3TC), Abacavir (ABC), Tenofovir (TDF), Emtricitabine (FTC), Delavirdine (DLV), Efavirenz (EFV), Rilpivirine (RPV), Doravirine (DOR), Indinavir (IDV), Lopinavir (LPV), Atazanavir (ATV), Darunavir (DRV), Raltegravir (RAL), Dolutegravir (DTG), Bictegravir (BIC), Fostemsavir (FTR)",n/a,False,,
271,40490983,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, 3TC, TDF, ABC, EFV, NVP, LPV, RTV, ATV (RTV is for boosting)","ATV/r, LPV/r",n/a,False,,
272,40596906,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not stated,"Zidovudine (ZDV), Lamivudine (3TC), Nevirapine (NVP), Lopinavir/Ritonavir, Efavirenz (EFV)",n/a,True,,
273,40713598,16,List,Which drugs were received by individuals in the study before sample sequencing?,"ABC, 3TC, AZT (ZDV), NVP, EFV","K103N, M184I/V",n/a,False,,
274,40763144,16,List,Which drugs were received by individuals in the study before sample sequencing?,"AZT, ABC, 3TC, TDF, ATV, LPV, RTV, DTG",Not reported,n/a,False,,
275,40779404,16,List,Which drugs were received by individuals in the study before sample sequencing?,TFV (no other ARVs specified; Data in supplementary methods),"TDF/TAF, EFV, ETR, RPV, NVP, DTG, BIC, LPV/r, ATV",n/a,True,,
276,40857111,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TAF, FTC, TDF, 3TC, DTG, BIC","TDF, FTC, B/F/TAF, DTG",n/a,False,,
277,41012586,16,List,Which drugs were received by individuals in the study before sample sequencing?,"DTG, DRV/r",Not reported,n/a,False,,
278,41023944,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG (no other ARVs specified),Not reported,n/a,False,,
279,41057785,16,List,Which drugs were received by individuals in the study before sample sequencing?,"ABC, AZT, D4T, TDF, ETR, NVP, EFV, LPV, DRV/r, DTG","ABC, AZT, TDF, FTC, LPV, RTV, d4T, DRV, RAL",n/a,False,,
280,41130593,16,List,Which drugs were received by individuals in the study before sample sequencing?,"TDF, TAF, FTC, LEN",Not reported,n/a,False,,
