pmid,qid,question,chunk_ids,sections,scores,embedding_model
40573423,15,Which drug classes were received by individuals in the study before sample sequencing?,11|7|6|3|12,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.3. Distribution and Characterization of DRMs|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.4. HIV Drug Resistance Analysis|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.4. HIV Drug Resistance Analysis|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.3. Distribution and Characterization of DRMs",0.4825|0.4809|0.4743|0.4690|0.4599,text-embedding-3-small
40573423,16,Which drugs were received by individuals in the study before sample sequencing?,3|6|7|21|5,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.4. HIV Drug Resistance Analysis|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.4. HIV Drug Resistance Analysis|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.3. HIV Sequencing and Subtyping",0.5150|0.4730|0.4443|0.4330|0.4298,text-embedding-3-small
40573423,2,Does the paper report in vitro drug susceptibility data?,6|11|21|7|12,HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.4. HIV Drug Resistance Analysis|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.3. Distribution and Characterization of DRMs|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.4. HIV Drug Resistance Analysis|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.3. Distribution and Characterization of DRMs,0.5215|0.5115|0.4940|0.4872|0.4849,text-embedding-3-small
40573423,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|10|3|14|6,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.3. HIV Sequencing and Subtyping|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.2. Genetic Diversity|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.4. HIV Drug Resistance Analysis",0.6141|0.5196|0.5020|0.4723|0.4706,text-embedding-3-small
40573423,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|10|3|14|6,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.3. HIV Sequencing and Subtyping|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.2. Genetic Diversity|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.4. HIV Drug Resistance Analysis",0.6141|0.5196|0.5020|0.4723|0.4706,text-embedding-3-small
40573423,5,From which countries were the sequenced samples obtained?,3|5|4|21|10,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.3. HIV Sequencing and Subtyping|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.2. Genetic Diversity",0.5251|0.4799|0.4618|0.3741|0.3717,text-embedding-3-small
40573423,6,From which countries were the sequenced samples obtained?,3|5|4|21|10,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.3. HIV Sequencing and Subtyping|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.2. Genetic Diversity",0.5251|0.4799|0.4618|0.3741|0.3717,text-embedding-3-small
40573423,7,From what years were the sequenced samples obtained?,3|4|5|21|9,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.3. HIV Sequencing and Subtyping|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.1. Study Population",0.4631|0.4604|0.4517|0.3423|0.3339,text-embedding-3-small
40573423,8,Were samples cloned prior to sequencing?,3|4|5|21|18,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.3. HIV Sequencing and Subtyping|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion",0.4866|0.4336|0.3992|0.3058|0.2833,text-embedding-3-small
40573423,9,Which HIV genes were reported to have been sequenced?,5|3|10|14|21,"HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.3. HIV Sequencing and Subtyping|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 2. Materials and Methods > 2.2. RNA Extraction, Polymerase Chain Reaction (PCR) Amplification, Sequencing, and Genome Assembly|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 3. Results > 3.2. Genetic Diversity|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion|HIV-1 Genetic Diversity and Transmitted Drug Resistance Mutations in ART-Naive Individuals in South Korea from 2021 to 2024 > 4. Discussion",0.6182|0.5678|0.5264|0.5021|0.4842,text-embedding-3-small
40596906,1,Does the paper report HIV sequences from patient samples?,5|27|7|14|8,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Determination of HIV-1 subtypes and antiretroviral resistance|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis,0.6426|0.5882|0.5202|0.5012|0.4979,text-embedding-3-small
40596906,10,What method was used for sequencing?,5|27|8|9|19,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Recombination analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion,0.4285|0.4214|0.4102|0.4044|0.3411,text-embedding-3-small
40596906,11,What type of samples were sequenced?,5|27|8|9|7,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Recombination analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Determination of HIV-1 subtypes and antiretroviral resistance,0.4711|0.4492|0.4234|0.3765|0.3489,text-embedding-3-small
40596906,12,How many individuals had samples obtained for HIV sequencing?,5|27|14|8|7,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Determination of HIV-1 subtypes and antiretroviral resistance,0.6708|0.6386|0.5607|0.5279|0.5211,text-embedding-3-small
40596906,13,Were the patients in the study in a clinical trial?,6|4|22|5|10,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Ethical aspects|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Population|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.5022|0.3595|0.3418|0.3320|0.3236,text-embedding-3-small
40596906,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,5|27|20|14|1,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Abstract,0.6065|0.5577|0.5572|0.5401|0.5151,text-embedding-3-small
40596906,15,Which drug classes were received by individuals in the study before sample sequencing?,5|19|2|27|13,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Abstract|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.4902|0.4763|0.4590|0.4512|0.4411,text-embedding-3-small
40596906,16,Which drugs were received by individuals in the study before sample sequencing?,5|19|27|13|12,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.5090|0.4571|0.4541|0.4428|0.4313,text-embedding-3-small
40596906,2,Does the paper report in vitro drug susceptibility data?,19|11|7|16|5,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Determination of HIV-1 subtypes and antiretroviral resistance|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection,0.4526|0.4339|0.4337|0.4313|0.4254,text-embedding-3-small
40596906,3,What were the GenBank accession numbers for sequenced HIV isolates?,27|5|7|8|14,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Determination of HIV-1 subtypes and antiretroviral resistance|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.6462|0.6411|0.5562|0.5379|0.5332,text-embedding-3-small
40596906,4,What were the GenBank accession numbers for sequenced HIV isolates?,27|5|7|8|14,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Determination of HIV-1 subtypes and antiretroviral resistance|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.6461|0.6411|0.5562|0.5379|0.5332,text-embedding-3-small
40596906,5,From which countries were the sequenced samples obtained?,5|27|8|14|13,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.5379|0.5103|0.4414|0.4015|0.3950,text-embedding-3-small
40596906,6,From which countries were the sequenced samples obtained?,5|27|8|14|13,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.5379|0.5103|0.4414|0.4014|0.3950,text-embedding-3-small
40596906,7,From what years were the sequenced samples obtained?,5|27|8|25|12,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.4854|0.4358|0.4207|0.3990|0.3919,text-embedding-3-small
40596906,8,Were samples cloned prior to sequencing?,5|8|27|25|12,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Phylogenetic analysis|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results,0.4153|0.4067|0.3887|0.3761|0.3700,text-embedding-3-small
40596906,9,Which HIV genes were reported to have been sequenced?,27|5|7|14|20,Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Conclusions > Data availability|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Methods > Data collection > Determination of HIV-1 subtypes and antiretroviral resistance|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Results|Drug resistance mutations and phylogenetic analysis of HIV-1 subtypes B and F from mothers and children with vertical transmission > Discussion,0.6725|0.6582|0.5529|0.5205|0.5167,text-embedding-3-small
40713598,1,Does the paper report HIV sequences from patient samples?,2|14|4|3|13,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.5633|0.4728|0.4624|0.4430|0.4272,text-embedding-3-small
40713598,10,What method was used for sequencing?,4|2|13|14|5,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > HIV-1 drug resistance mutations following virologic failure on NNRTI-based ART,0.3581|0.3330|0.2792|0.2783|0.2533,text-embedding-3-small
40713598,11,What type of samples were sequenced?,4|2|15|14|11,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion > Data availability|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.4342|0.4002|0.3224|0.3128|0.3046,text-embedding-3-small
40713598,12,How many individuals had samples obtained for HIV sequencing?,2|4|14|3|13,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.6151|0.5849|0.4883|0.4779|0.4710,text-embedding-3-small
40713598,13,Were the patients in the study in a clinical trial?,11|3|15|4|13,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion > Data availability|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Results > Study population|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.4932|0.4101|0.3990|0.3879|0.3702,text-embedding-3-small
40713598,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,2|14|13|10|8,HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Methods|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion|HIV drug resistance in children and adolescents on NNRTI-based antiretroviral therapy and subsequent virologic response to dolutegravir-based regimens in Ghana > Abstract > Discussion,0.6067|0.5449|0.5257|0.5125|0.5065,text-embedding-3-small
