pmid,qid,question,chunk_ids,sections,scores,embedding_model
36706364,8,Were samples cloned prior to sequencing?,14|24|12|10|9,Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Results > Follow up of participants not suppressed at week 24 and/or week 48|Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Conclusion > Funding|Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Results > Virologic failure|Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Results > Baseline characteristics|Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Methods > Outcomes and analysis,0.2834|0.2833|0.2814|0.2727|0.2650,text-embedding-3-small
36706364,9,Which HIV genes were reported to have been sequenced?,10|12|6|5|2,Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Results > Baseline characteristics|Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Results > Virologic failure|Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Methods > Study design|Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Methods > Study design|Recycling tenofovir in second-line antiretroviral treatment with dolutegravir: outcomes and viral load trajectories to 72 weeks > Abstract > Methods,0.4305|0.4279|0.4208|0.4096|0.4073,text-embedding-3-small
36738248,1,Does the paper report HIV sequences from patient samples?,3|4|9|2|10,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results,0.5993|0.5895|0.5819|0.5755|0.5418,text-embedding-3-small
36738248,10,What method was used for sequencing?,4|19|6|3|5,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Drug resistance mutations and resistance level to ARV drugs|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Quality control,0.5235|0.4390|0.4134|0.4071|0.4035,text-embedding-3-small
36738248,11,What type of samples were sequenced?,4|5|3|9|19,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Quality control|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion,0.5390|0.5014|0.4944|0.4908|0.4842,text-embedding-3-small
36738248,12,How many individuals had samples obtained for HIV sequencing?,9|4|3|2|10,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results,0.6944|0.6778|0.6109|0.6018|0.5863,text-embedding-3-small
36738248,13,Were the patients in the study in a clinical trial?,21|2|9|1|19,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Funding|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Abstract|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion,0.3554|0.3447|0.3265|0.3262|0.3255,text-embedding-3-small
36738248,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,15|7|18|3|9,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sensitivity and additional analyses|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results,0.5534|0.5533|0.5519|0.5347|0.5277,text-embedding-3-small
36738248,15,Which drug classes were received by individuals in the study before sample sequencing?,6|9|12|3|19,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Drug resistance mutations and resistance level to ARV drugs|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion,0.5324|0.4994|0.4988|0.4977|0.4928,text-embedding-3-small
36738248,16,Which drugs were received by individuals in the study before sample sequencing?,3|6|9|4|19,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Drug resistance mutations and resistance level to ARV drugs|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion,0.5179|0.5047|0.5033|0.4920|0.4916,text-embedding-3-small
36738248,2,Does the paper report in vitro drug susceptibility data?,6|12|1|19|16,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Drug resistance mutations and resistance level to ARV drugs|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Abstract|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion,0.5128|0.5089|0.4752|0.4627|0.4550,text-embedding-3-small
36738248,3,What were the GenBank accession numbers for sequenced HIV isolates?,4|9|3|2|6,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Drug resistance mutations and resistance level to ARV drugs,0.6219|0.5849|0.5760|0.5516|0.5508,text-embedding-3-small
36738248,4,What were the GenBank accession numbers for sequenced HIV isolates?,4|9|3|2|6,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Drug resistance mutations and resistance level to ARV drugs,0.6219|0.5849|0.5760|0.5516|0.5508,text-embedding-3-small
36738248,5,From which countries were the sequenced samples obtained?,4|3|9|19|5,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Quality control,0.5547|0.5127|0.5094|0.4843|0.4764,text-embedding-3-small
36738248,6,From which countries were the sequenced samples obtained?,4|3|9|19|5,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Quality control,0.5547|0.5127|0.5094|0.4843|0.4764,text-embedding-3-small
36738248,7,From what years were the sequenced samples obtained?,4|9|3|19|5,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Quality control,0.5001|0.4802|0.4639|0.4460|0.4426,text-embedding-3-small
36738248,8,Were samples cloned prior to sequencing?,4|9|19|5|7,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Discussion|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Quality control|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sensitivity and additional analyses,0.4633|0.4564|0.4508|0.4498|0.4481,text-embedding-3-small
36738248,9,Which HIV genes were reported to have been sequenced?,4|3|9|2|10,Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Sequencing|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Materials and methods > Study population|Frequency matters: comparison of drug resistance mutation detection by Sanger and next-generation sequencing in HIV-1 > Results,0.6400|0.5891|0.5869|0.5578|0.5556,text-embedding-3-small
36751650,1,Does the paper report HIV sequences from patient samples?,8|7|11|2|17,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > DISCUSSION",0.5777|0.5235|0.4914|0.4790|0.4766,text-embedding-3-small
36751650,10,What method was used for sequencing?,7|9|8|11|13,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Genetic Network Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Characteristics of the PDR Mutation in MSM",0.4830|0.4071|0.4048|0.2734|0.2635,text-embedding-3-small
36751650,11,What type of samples were sequenced?,7|8|9|11|2,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Genetic Network Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods",0.4785|0.4366|0.3895|0.3466|0.3224,text-embedding-3-small
36751650,12,How many individuals had samples obtained for HIV sequencing?,8|7|11|2|5,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Study Population",0.6000|0.5578|0.5330|0.5118|0.4950,text-embedding-3-small
36751650,13,Were the patients in the study in a clinical trial?,6|5|10|15|12,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Patient Consent Statement|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Study Population|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Statistical Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Effect of Factors on HIV ART|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Characteristics of the PDR Mutation in MSM",0.5338|0.4126|0.3790|0.3747|0.3561,text-embedding-3-small
36751650,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,8|2|17|11|5,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > DISCUSSION|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Study Population",0.5558|0.5176|0.5121|0.5106|0.5016,text-embedding-3-small
36751650,15,Which drug classes were received by individuals in the study before sample sequencing?,8|11|7|13|2,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Characteristics of the PDR Mutation in MSM|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods",0.4841|0.4698|0.4364|0.4310|0.4266,text-embedding-3-small
36751650,16,Which drugs were received by individuals in the study before sample sequencing?,7|8|11|6|2,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Patient Consent Statement|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods",0.4848|0.4753|0.4659|0.4345|0.4295,text-embedding-3-small
36751650,2,Does the paper report in vitro drug susceptibility data?,8|13|12|11|16,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Characteristics of the PDR Mutation in MSM|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Characteristics of the PDR Mutation in MSM|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > DISCUSSION",0.4717|0.4567|0.4557|0.4427|0.4386,text-embedding-3-small
36751650,3,What were the GenBank accession numbers for sequenced HIV isolates?,8|7|11|17|13,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > DISCUSSION|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Characteristics of the PDR Mutation in MSM",0.6401|0.5008|0.4845|0.4577|0.4306,text-embedding-3-small
36751650,4,What were the GenBank accession numbers for sequenced HIV isolates?,8|7|11|17|13,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > DISCUSSION|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Characteristics of the PDR Mutation in MSM",0.6401|0.5008|0.4845|0.4577|0.4306,text-embedding-3-small
36751650,5,From which countries were the sequenced samples obtained?,7|8|9|11|2,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Genetic Network Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods",0.5111|0.4962|0.4141|0.3874|0.3473,text-embedding-3-small
36751650,6,From which countries were the sequenced samples obtained?,7|8|9|11|2,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Genetic Network Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods",0.5111|0.4962|0.4140|0.3873|0.3473,text-embedding-3-small
36751650,7,From what years were the sequenced samples obtained?,7|8|9|11|6,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Genetic Network Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Patient Consent Statement",0.4735|0.4442|0.3791|0.3404|0.3194,text-embedding-3-small
36751650,8,Were samples cloned prior to sequencing?,7|8|9|6|11,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Genetic Network Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Patient Consent Statement|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR",0.4724|0.3946|0.3663|0.3022|0.2783,text-embedding-3-small
36751650,9,Which HIV genes were reported to have been sequenced?,8|7|17|2|11,"Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Subtyping and Genotypic Resistance Analysis|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > METHODS > Testing and Sequencing|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > DISCUSSION|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > Abstract > Methods|Disparity of HIV-1 Pretreatment Drug Resistance in Men Who Have Sex With Men and the Heterosexual Population in Guangxi, China > RESULTS > Prevalence and the Factors Associated With PDR",0.6151|0.5636|0.5057|0.5011|0.4868,text-embedding-3-small
36779485,1,Does the paper report HIV sequences from patient samples?,4|6|8|9|7,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.4621|0.4088|0.4022|0.3991|0.3946,text-embedding-3-small
36779485,10,What method was used for sequencing?,4|10|1|7|6,Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Acknowledgements|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract|Impact of rilpivirine cross-resistance on long-acting cabotegravir-rilpivirine in low and middle-income countries > Abstract,0.2778|0.2181|0.2002|0.1888|0.1806,text-embedding-3-small
