PMID,QID,Question,Type,Category,Answer
36694270,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
36694270,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs.
36694270,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"3TC, TDF, EFV, and LPV/r."
36706364,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36706364,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
36706364,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the passage does not mention whether the sequences were made publicly available."
36706364,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
36706364,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,62 individuals had samples obtained for HIV sequencing.
36706364,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa.
36706364,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
36706364,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
36706364,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The passage does not specify which HIV genes were sequenced, but it mentions that genotypic resistance was classified using the Stanford algorithm."
36706364,10,What method was used for sequencing?,List,Technical,Not available.
36706364,11,What type of samples were sequenced?,List,Technical,Viral load samples.
36706364,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
36706364,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
36706364,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36706364,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The individuals in the study received NRTIs (tenofovir and lamivudine/emtricitabine) and NNRTIs (efavirenz or nevirapine) before sample sequencing.
36706364,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The individuals in the study received tenofovir, lamivudine/emtricitabine, efavirenz, and nevirapine before sample sequencing."
36738248,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
36738248,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
36738248,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
36738248,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned.
36738248,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"21,297."
36738248,6,From which countries were the sequenced samples obtained?,List,Demographics,Switzerland.
36738248,7,From what years were the sequenced samples obtained?,List,Demographics,2021 and possibly earlier years.
36738248,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned.
36738248,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, and IN genes."
36738248,10,What method was used for sequencing?,List,Technical,SS and NGS.
36738248,11,What type of samples were sequenced?,List,Technical,Plasma samples.
36738248,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
36738248,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned.
36738248,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
36738248,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,ARV drugs.
36738248,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified.
36751650,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
36751650,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, but likely yes."
36751650,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
36751650,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
36751650,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1653.
36751650,6,From which countries were the sequenced samples obtained?,List,Demographics,China.
36751650,7,From what years were the sequenced samples obtained?,List,Demographics,2016-2020.
36751650,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
36751650,9,Which HIV genes were reported to have been sequenced?,List,Technical,*pol* gene.
36751650,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
36751650,11,What type of samples were sequenced?,List,Technical,Plasma.
36751650,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
36751650,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
36751650,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
36751650,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTIs, PIs, and NRTIs."
36751650,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTIs, PIs, and NRTIs."
36779485,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
36779485,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
36779485,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
36779485,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
36779485,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,277 (initiating ART) + 1372 (experiencing NNRTI-treatment failure) = 1649 individuals.
36779485,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
36779485,7,From what years were the sequenced samples obtained?,List,Demographics,Not available.
36779485,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
36779485,9,Which HIV genes were reported to have been sequenced?,List,Technical,Pol.
36779485,10,What method was used for sequencing?,List,Technical,Submission to Stanford HIVdb v9.0.
36779485,11,What type of samples were sequenced?,List,Technical,Blood samples from patients.
36779485,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
36779485,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
36779485,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
36779485,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,ART and NNRTIs.
36779485,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,ART and NNRTIs.
36795586,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"The paper does not explicitly report HIV sequences from patient samples, but it does mention the collection of HIV viral load data, which could be used to infer the presence of HIV sequences."
36795586,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not report in vitro drug susceptibility data."
36795586,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not report making any sequences publicly available."
36795586,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,There are no GenBank accession numbers reported in the paper.
36795586,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,9419 individuals had samples obtained for HIV sequencing.
36795586,6,From which countries were the sequenced samples obtained?,List,Demographics,"The sequenced samples were obtained from Botswana, Eswatini, Lesotho, Malawi, Tanzania-Mbeya, Tanzania-Mwanza, and Uganda."
36795586,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained between January 2017 and December 2020.
36795586,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, there is no evidence to suggest that samples were cloned prior to sequencing."
36795586,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not explicitly report the HIV genes that were sequenced.
36795586,10,What method was used for sequencing?,List,Technical,The paper does not explicitly report the sequencing method used.
36795586,11,What type of samples were sequenced?,List,Technical,The paper does not explicitly report the type of samples that were sequenced.
36795586,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No, there is no explicit evidence to suggest that sequences were obtained from individuals with virological failure on a treatment regimen."
36795586,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the paper does not report the patients being in a clinical trial."
36795586,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36795586,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The individuals in the study received NRTI-based regimens before sample sequencing.
36795586,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The individuals in the study received abacavir, tenofovir, or zidovudine before sample sequencing."
36851704,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36851704,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
36851704,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences from the paper were not made publicly available."
36851704,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
36851704,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,206.
36851704,6,From which countries were the sequenced samples obtained?,List,Demographics,Uruguay.
36851704,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2019.
36851704,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
36851704,9,Which HIV genes were reported to have been sequenced?,List,Technical,"*Protease*, *reverse transcriptase*, and *integrase*."
36851704,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
36851704,11,What type of samples were sequenced?,List,Technical,Plasma.
36851704,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Possibly, but not explicitly stated."
36851704,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
36851704,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
36851704,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTI, DTG, and PI/r."
36851704,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"EFV, NVP, ATV/r, LPV/r, DTG, FTC, 3TC, TDF, and others."
36851760,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
36851760,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
36851760,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
36851760,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ435656-OQ435729.
36851760,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,107.
36851760,6,From which countries were the sequenced samples obtained?,List,Demographics,Mali and Benin.
36851760,7,From what years were the sequenced samples obtained?,List,Demographics,2015-2016 and 2018-2020.
36851760,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
36851760,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV integrase gene.
36851760,10,What method was used for sequencing?,List,Technical,Sanger method.
36851760,11,What type of samples were sequenced?,List,Technical,Dried blood spots (DBSs).
36851760,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
36851760,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
36851760,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
36851760,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTI, NRTI, and PI."
36851760,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTIs, NRTIs, and PIs."
36920025,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36920025,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
36920025,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences from the paper were made publicly available."
36920025,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,"Unfortunately, the passage does not provide specific GenBank accession numbers."
36920025,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"Unfortunately, the passage does not provide information on the number of individuals who had samples obtained for HIV sequencing."
36920025,6,From which countries were the sequenced samples obtained?,List,Demographics,"Unfortunately, the passage does not provide information on the countries of origin for the sequenced samples."
36920025,7,From what years were the sequenced samples obtained?,List,Demographics,"Unfortunately, the passage does not provide information on the years when the sequenced samples were obtained."
36920025,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, samples were cloned prior to sequencing."
36920025,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV protease (PR) gene was reported to have been sequenced.
36920025,10,What method was used for sequencing?,List,Technical,The Illumina sequencing method was used for sequencing.
36920025,11,What type of samples were sequenced?,List,Technical,Plasma samples were sequenced.
36920025,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Unfortunately, the passage does not provide information on whether the sequences were obtained from individuals with virological failure on a treatment regimen."
36920025,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Unfortunately, the passage does not provide information on whether the patients were in a clinical trial."
36920025,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Unfortunately, the passage does not provide information on whether the sequences were obtained from individuals who had previously received ARV drugs."
36920025,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Unfortunately, the passage does not provide information on the drug classes received by the individuals before sample sequencing."
36920025,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Unfortunately, the passage does not provide information on the specific drugs received by the individuals before sample sequencing."
36931676,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36931676,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36931676,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36931676,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
36931676,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not mentioned
36931676,6,From which countries were the sequenced samples obtained?,List,Demographics,Not mentioned
36931676,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned
36931676,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned
36931676,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not mentioned
36931676,10,What method was used for sequencing?,List,Technical,Not mentioned
36931676,11,What type of samples were sequenced?,List,Technical,"Blood plasma/serum/liquor samples, peripheral blood mononuclear cells, HIV isolates, CSF and CSF cells"
36931676,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
36931676,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned
36931676,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
36931676,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
36931676,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
36961945,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36961945,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not report in vitro drug susceptibility data."
36961945,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not mention whether the sequences were made publicly available."
36961945,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
36961945,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available.
36961945,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available.
36961945,7,From what years were the sequenced samples obtained?,List,Demographics,2005-2020.
36961945,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available.
36961945,9,Which HIV genes were reported to have been sequenced?,List,Technical,Pol.
36961945,10,What method was used for sequencing?,List,Technical,Next-Generation Sequencing (NGS).
36961945,11,What type of samples were sequenced?,List,Technical,Peripheral blood mononuclear cells (PBMCs).
36961945,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available.
36961945,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available.
36961945,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
36961945,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTI.
36961945,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Lamivudine (3TC) or emtricitabine (FTC).
36967989,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not report HIV sequences from patient samples."
36967989,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
36967989,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences from the paper were made publicly available."
36967989,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not applicable.
36967989,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not applicable.
36967989,6,From which countries were the sequenced samples obtained?,List,Demographics,Not applicable.
36967989,7,From what years were the sequenced samples obtained?,List,Demographics,Not applicable.
36967989,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not applicable.
36967989,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not report the sequencing of specific HIV genes.
36967989,10,What method was used for sequencing?,List,Technical,Not applicable.
36967989,11,What type of samples were sequenced?,List,Technical,Not applicable.
36967989,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not applicable.
36967989,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not applicable.
36967989,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36967989,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not report the use of other drug classes.
36967989,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not report the use of other drugs.
36982978,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36982978,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36982978,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
36982978,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36982978,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
36982978,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
36982978,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
36982978,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
36982978,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase gene
36982978,10,What method was used for sequencing?,List,Technical,Not available
36982978,11,What type of samples were sequenced?,List,Technical,Clinical isolates
36982978,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36982978,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
36982978,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36982978,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Integrase strand transfer inhibitors (INSTIs)
36982978,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Raltegravir (RAL)
37017009,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
37017009,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
37017009,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No information available.
37017009,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,No information available.
37017009,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,899.
37017009,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa.
37017009,7,From what years were the sequenced samples obtained?,List,Demographics,2017-2019.
37017009,8,Were samples cloned prior to sequencing?,Boolean,Technical,No information available.
37017009,9,Which HIV genes were reported to have been sequenced?,List,Technical,*pol* gene.
37017009,10,What method was used for sequencing?,List,Technical,MiSeq V3 sequencing Kit.
37017009,11,What type of samples were sequenced?,List,Technical,Whole blood.
37017009,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
37017009,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No information available.
37017009,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
37017009,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"ART (including NRTIs, NNRTIs, and PIs)."
37017009,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Various ART drugs, including NRTIs (e.g. lamivudine, abacavir), NNRTIs (e.g. efavirenz, nevirapine), and PIs (e.g. lopinavir, atazanavir)."
37029656,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37029656,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37029656,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37029656,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
37029656,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1223
37029656,6,From which countries were the sequenced samples obtained?,List,Demographics,Italy
37029656,7,From what years were the sequenced samples obtained?,List,Demographics,2009-2019
37029656,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned
37029656,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not mentioned
37029656,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37029656,11,What type of samples were sequenced?,List,Technical,Blood samples or other biological samples
37029656,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not mentioned
37029656,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned
37029656,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37029656,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
37029656,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
37039023,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
37039023,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
37039023,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
37039023,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,NC_001802.
37039023,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,86.
37039023,6,From which countries were the sequenced samples obtained?,List,Demographics,Brazil.
37039023,7,From what years were the sequenced samples obtained?,List,Demographics,2016-2018.
37039023,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
37039023,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase, integrase, and envelope."
37039023,10,What method was used for sequencing?,List,Technical,Illumina MiSeq platform.
37039023,11,What type of samples were sequenced?,List,Technical,Peripheral blood.
37039023,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No.
37039023,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
37039023,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
37039023,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs (TDF and 3TC) and NNRTIs (EFV).
37039023,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir disoproxil fumarate (TDF), lamivudine (3TC), and efavirenz (EFV)."
37042390,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
37042390,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
37042390,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
37042390,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available.
37042390,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,12.
37042390,6,From which countries were the sequenced samples obtained?,List,Demographics,India.
37042390,7,From what years were the sequenced samples obtained?,List,Demographics,2016-2019.
37042390,8,Were samples cloned prior to sequencing?,Boolean,Technical,No.
37042390,9,Which HIV genes were reported to have been sequenced?,List,Technical,"IN, RT, and PR."
37042390,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
37042390,11,What type of samples were sequenced?,List,Technical,Blood samples.
37042390,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
37042390,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No.
37042390,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
37042390,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Integrase inhibitors.
37042390,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Raltegravir.
37052343,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not explicitly report HIV sequences from patient samples."
37052343,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not explicitly report in vitro drug susceptibility data."
37052343,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the paper does not explicitly mention the availability of sequences from the study."
37052343,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,"No, the paper does not provide the GenBank accession numbers for sequenced HIV isolates."
37052343,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"No, the paper does not provide the number of individuals who had samples obtained for HIV sequencing."
37052343,6,From which countries were the sequenced samples obtained?,List,Demographics,"No, the paper does not provide the countries from which the sequenced samples were obtained."
37052343,7,From what years were the sequenced samples obtained?,List,Demographics,2014-2020.
37052343,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, the paper does not provide information on whether samples were cloned prior to sequencing."
37052343,9,Which HIV genes were reported to have been sequenced?,List,Technical,"No, the paper does not provide information on which HIV genes were reported to have been sequenced."
37052343,10,What method was used for sequencing?,List,Technical,"No, the paper does not provide information on the method used for sequencing."
37052343,11,What type of samples were sequenced?,List,Technical,"No, the paper does not provide information on the type of samples that were sequenced."
37052343,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"No, the paper does not provide information on whether sequences were obtained from individuals with virological failure on a treatment regimen."
37052343,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the paper does not provide information on whether the patients in the study were in a clinical trial."
37052343,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"No, the paper does not provide information on whether HIV sequences were obtained from individuals who had previously received ARV drugs."
37052343,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"No, the paper does not provide information on which drug classes were received by individuals in the study before sample sequencing."
37052343,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"No, the paper does not provide information on which drugs were received by individuals in the study before sample sequencing."
37071019,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
37071019,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
37071019,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
37071019,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned.
37071019,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,3.
37071019,6,From which countries were the sequenced samples obtained?,List,Demographics,Not mentioned.
37071019,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned.
37071019,8,Were samples cloned prior to sequencing?,Boolean,Technical,Yes.
37071019,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV integrase gene.
37071019,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
37071019,11,What type of samples were sequenced?,List,Technical,Plasmid DNA.
37071019,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
37071019,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes.
37071019,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
37071019,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Integrase strand transfer inhibitors (DTG and BIC).
37071019,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Dolutegravir (DTG) and Bictegravir (BIC).
37085698,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
37085698,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
37085698,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
37085698,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,MW560010 to MW560058.
37085698,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,49.
37085698,6,From which countries were the sequenced samples obtained?,List,Demographics,Ethiopia.
37085698,7,From what years were the sequenced samples obtained?,List,Demographics,2018.
