PMID,QID,Question,Type,Category,Answer
36454248,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not mention cloning the samples prior to sequencing.
36454248,9,Which HIV genes were reported to have been sequenced?,List,Technical,"The HIV genes reported to have been sequenced are PR, RT, and IN."
36454248,10,What method was used for sequencing?,List,Technical,The method used for sequencing was by Macrogen Inc.
36454248,11,What type of samples were sequenced?,List,Technical,The type of samples sequenced were plasma samples.
36454248,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
36454248,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not indicate that the patients in the study were in a clinical trial.
36454248,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36454248,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"The individuals in the study had received NRTIs, NNRTIs, and PIs before sample sequencing."
36454248,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received by individuals in the study before sample sequencing included lamivudine, zidovudine, lopinavir/ritonavir, and efavirenz."
36519389,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples. markdown"
36519389,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not report in vitro drug susceptibility data. markdown"
36519389,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unclear; the paper does not explicitly state if the sequences were made publicly available. markdown
36519389,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided; the paper does not report GenBank accession numbers for sequenced HIV isolates. markdown
36519389,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,172 individuals had samples obtained for HIV sequencing. markdown
36519389,6,From which countries were the sequenced samples obtained?,List,Demographics,"Samples were obtained from South Africa, Zimbabwe, Malawi, and Mozambique. markdown"
36519389,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from July to November 2022. markdown
36519389,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not specified; the paper does not mention whether samples were cloned prior to sequencing. markdown
36519389,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not provided; the paper does not specify which HIV genes were sequenced. markdown
36519389,10,What method was used for sequencing?,List,Technical,Not provided; the paper does not detail the method used for sequencing. markdown
36519389,11,What type of samples were sequenced?,List,Technical,Not specified; the paper does not indicate the type of samples that were sequenced. markdown
36519389,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen. markdown"
36519389,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial. markdown"
36519389,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs. markdown"
36519389,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not specified; the paper does not explicitly list the drug classes received prior to sample sequencing. markdown
36519389,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified; the paper does not provide a detailed list of individual drugs received before sample sequencing.
36571282,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
36571282,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
36571282,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
36571282,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not specified in the main text; refer to Supplementary Table 1.
36571282,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,2705 individuals.
36571282,6,From which countries were the sequenced samples obtained?,List,Demographics,"France, Greece, Italy, Portugal, and Spain."
36571282,7,From what years were the sequenced samples obtained?,List,Demographics,2018 to 2021.
36571282,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not explicitly mentioned; cloning not indicated.
36571282,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV integrase.
36571282,10,What method was used for sequencing?,List,Technical,Sanger sequencing and next-generation sequencing (NGS).
36571282,11,What type of samples were sequenced?,List,Technical,Patient samples from ART-naive individuals.
36571282,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not specified in the provided content.
36571282,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not specified; clinical trial status unclear.
36571282,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No.
36571282,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Integrase strand-transfer inhibitors (INSTIs) and nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs).
36571282,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Not explicitly mentioned; general drug classes referenced (INSTIs, NRTIs)."
36597160,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36597160,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not report in vitro drug susceptibility data."
36597160,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Uncertain; the paper does not clarify if all sequences were made publicly available.
36597160,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported; the paper does not provide GenBank accession numbers.
36597160,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,382 individuals had samples obtained for HIV sequencing.
36597160,6,From which countries were the sequenced samples obtained?,List,Demographics,Samples were obtained from patients born in Africa.
36597160,7,From what years were the sequenced samples obtained?,List,Demographics,Samples were obtained between February 2014 and August 2015.
36597160,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported; the paper does not mention if samples were cloned prior to sequencing.
36597160,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported; the paper does not specify which HIV genes were sequenced.
36597160,10,What method was used for sequencing?,List,Technical,Sanger sequencing was used for sequencing.
36597160,11,What type of samples were sequenced?,List,Technical,Samples were from patients with controlled HIV-1 infection on stable ART regimens.
36597160,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with a history of virological failure on a treatment regimen."
36597160,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial; it's an observational study."
36597160,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports sequences from individuals who had previously received ARV drugs."
36597160,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Individuals in the study received NRTIs, Protease Inhibitors (PI/r), NNRTIs, and Integrase Strand Transfer Inhibitors (INSTIs)."
36597160,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Patients received NRTIs, ritonavir-boosted Protease Inhibitors (PI/r), NNRTIs, and INSTIs. This format ensures that each response follows the structure you requested while effectively providing insights derived from the provided evidence."
36645792,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36645792,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36645792,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unclear
36645792,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided
36645792,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,120
36645792,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa
36645792,7,From what years were the sequenced samples obtained?,List,Demographics,2020-2021
36645792,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
36645792,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not specified
36645792,10,What method was used for sequencing?,List,Technical,GART method (specific technology not detailed)
36645792,11,What type of samples were sequenced?,List,Technical,Plasma samples
36645792,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36645792,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
36645792,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36645792,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs and NNRTIs
36645792,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, emtricitabine (or lamivudine), and efavirenz"
36659824,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36659824,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
36659824,3,Were sequences from the paper made publicly available?,Boolean,Data availability,The paper does not explicitly confirm that sequences were made publicly available.
36659824,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
36659824,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,112 individuals had samples obtained for HIV sequencing.
36659824,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from France.
36659824,7,From what years were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from the years 2019 to 2020.
36659824,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not indicate that samples were cloned prior to sequencing.
36659824,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not specify which HIV genes were reported to have been sequenced.
36659824,10,What method was used for sequencing?,List,Technical,The paper does not specify the sequencing method used.
36659824,11,What type of samples were sequenced?,List,Technical,Blood samples were sequenced.
36659824,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
36659824,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
36659824,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36659824,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drug classes were received by individuals before sample sequencing.
36659824,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drugs were received by individuals before sample sequencing.
36660819,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36660819,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not explicitly report in vitro drug susceptibility data."
36660819,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, the sequences were not made publicly available."
36660819,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
36660819,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 1045 individuals.
36660819,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
36660819,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
36660819,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not mention whether samples were cloned prior to sequencing.
36660819,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not provide information on which HIV genes were sequenced.
36660819,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing.
36660819,11,What type of samples were sequenced?,List,Technical,The paper does not specify the type of samples sequenced.
36660819,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
36660819,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
36660819,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36660819,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drug classes were received by individuals prior to sample sequencing.
36660819,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drugs were received by individuals prior to sample sequencing.
36694270,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
36694270,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
36694270,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes.
36694270,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided.
36694270,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,62 individuals.
36694270,6,From which countries were the sequenced samples obtained?,List,Demographics,China.
36694270,7,From what years were the sequenced samples obtained?,List,Demographics,2020 to 2022.
36694270,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned.
36694270,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase, and integrase."
36694270,10,What method was used for sequencing?,List,Technical,Nested polymerase chain reaction (nested PCR).
36694270,11,What type of samples were sequenced?,List,Technical,Cerebrospinal fluid (CSF) and plasma samples.
36694270,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
36694270,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned.
36694270,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
36694270,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Nucleotide reverse transcriptase inhibitors (NRTIs).
36694270,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,3TC and TDF.
36706364,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36706364,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not specifically report in vitro drug susceptibility data."
36706364,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, sequences were likely made publicly available as part of the study protocol on ClinicalTrials.gov."
36706364,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
36706364,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not specify how many individuals had samples obtained for HIV sequencing.
36706364,6,From which countries were the sequenced samples obtained?,List,Demographics,The sequenced samples were obtained from South Africa.
36706364,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
36706364,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not mention whether samples were cloned prior to sequencing.
36706364,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not specify which HIV genes were reported to have been sequenced.
36706364,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing.
36706364,11,What type of samples were sequenced?,List,Technical,The paper does not specify the type of samples that were sequenced.
36706364,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
36706364,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"Yes, the patients in the study were in a clinical trial."
36706364,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36706364,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug classes received included NRTIs (tenofovir) and NNRTIs (efavirenz or nevirapine).
36706364,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The drugs received included tenofovir, XTC (emtricitabine), and either efavirenz or nevirapine."
36738248,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36738248,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36738248,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
36738248,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
36738248,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"21,297"
36738248,6,From which countries were the sequenced samples obtained?,List,Demographics,Switzerland
36738248,7,From what years were the sequenced samples obtained?,List,Demographics,2002 to 2021
36738248,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
36738248,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease (PR), reverse transcriptase (RT), integrase (IN)"
36738248,10,What method was used for sequencing?,List,Technical,Illumina sequencing
36738248,11,What type of samples were sequenced?,List,Technical,Plasma samples
36738248,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not explicitly mentioned
36738248,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
36738248,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36738248,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
36738248,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available Please let me know if you need further adjustments or additions!
36751650,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36751650,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36751650,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No information provided
36751650,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,No information provided
36751650,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1653
36751650,6,From which countries were the sequenced samples obtained?,List,Demographics,China
36751650,7,From what years were the sequenced samples obtained?,List,Demographics,2016 to 2020
36751650,8,Were samples cloned prior to sequencing?,Boolean,Technical,No information provided
36751650,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol gene
36751650,10,What method was used for sequencing?,List,Technical,Sanger sequencing
36751650,11,What type of samples were sequenced?,List,Technical,Blood samples
36751650,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No information provided
36751650,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No information provided
36751650,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
36751650,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,No ARV drugs received
36751650,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,No ARV drugs received Feel free to ask if you need further adjustments or more questions addressed!
36779485,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36779485,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
36779485,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
36779485,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not specified
36779485,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1649 (277 + 1372)
36779485,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified
36779485,7,From what years were the sequenced samples obtained?,List,Demographics,Not specified
36779485,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not specified
36779485,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not specified
36779485,10,What method was used for sequencing?,List,Technical,Not specified
36779485,11,What type of samples were sequenced?,List,Technical,Patient blood samples
36779485,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36779485,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not specified
36779485,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36779485,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTIs
36779485,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Rilpivirine and NNRTIs
36795586,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"No, the paper does not explicitly report HIV sequences from patient samples."
36795586,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"No, the paper does not report in vitro drug susceptibility data."
36795586,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, sequences from the paper were not made publicly available."
36795586,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates.
36795586,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Samples were obtained from 9419 individuals for HIV sequencing.
36795586,6,From which countries were the sequenced samples obtained?,List,Demographics,"Samples were obtained from Botswana, Eswatini, Lesotho, Malawi, Tanzania, and Uganda."
36795586,7,From what years were the sequenced samples obtained?,List,Demographics,Samples were obtained from the years 2017 to 2020.
36795586,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not indicate whether samples were cloned prior to sequencing.
36795586,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not report which HIV genes were sequenced.
36795586,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing.
36795586,11,What type of samples were sequenced?,List,Technical,The sequenced samples were obtained from children and adolescents living with HIV.
36795586,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
36795586,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the patients in the study were not in a clinical trial."
36795586,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36795586,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Drug classes received included NRTIs, specifically abacavir, tenofovir, and zidovudine."
36795586,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"The individuals received abacavir, tenofovir, and zidovudine before sample sequencing."
36851704,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
36851704,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes.
36851704,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, but they can be requested."
36851704,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided in the paper.
36851704,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,206 individuals.
36851704,6,From which countries were the sequenced samples obtained?,List,Demographics,Uruguay.
36851704,7,From what years were the sequenced samples obtained?,List,Demographics,2018–2019.
36851704,8,Were samples cloned prior to sequencing?,Boolean,Technical,"No, the paper does not mention cloning."
36851704,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase, and integrase."
36851704,10,What method was used for sequencing?,List,Technical,Sanger sequencing.
36851704,11,What type of samples were sequenced?,List,Technical,Whole blood samples.
36851704,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes.
36851704,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, they were not in a clinical trial."
36851704,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
36851704,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTI, dolutegravir, and PI/r regimens."
36851704,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Efavirenz and nevirapine. This structured response summarizes the findings based on the available evidence for each question regarding HIV drug resistance.
36851760,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
36851760,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
36851760,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
36851760,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ435656-OQ435729
36851760,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,107
36851760,6,From which countries were the sequenced samples obtained?,List,Demographics,Benin and Mali
36851760,7,From what years were the sequenced samples obtained?,List,Demographics,2015-2016 and 2018-2020
36851760,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unclear
36851760,9,Which HIV genes were reported to have been sequenced?,List,Technical,Integrase gene
36851760,10,What method was used for sequencing?,List,Technical,Sanger method
36851760,11,What type of samples were sequenced?,List,Technical,Dried blood spots (DBS)
36851760,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
36851760,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unclear
36851760,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
36851760,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Non-nucleoside reverse-transcriptase inhibitors (NNRTI) and NRTI/PI based regimens
36851760,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
36920025,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples."
36920025,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data."
36920025,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available."
36920025,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not specify the GenBank accession numbers for sequenced HIV isolates.
36920025,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,The paper does not specify how many individuals had samples obtained for HIV sequencing.
36920025,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained.
36920025,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained.
36920025,8,Were samples cloned prior to sequencing?,Boolean,Technical,"Yes, some samples were cloned prior to sequencing."
36920025,9,Which HIV genes were reported to have been sequenced?,List,Technical,The HIV protease gene was reported to have been sequenced.
36920025,10,What method was used for sequencing?,List,Technical,The method used for sequencing was the MiSeq 300 base paired-end sequencing protocol (Illumina).
36920025,11,What type of samples were sequenced?,List,Technical,The type of samples sequenced were plasma samples.
36920025,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen."
36920025,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,"No, the paper does not indicate whether the patients were in a clinical trial."
36920025,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs."
36920025,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The drug class received by individuals in the study before sample sequencing was protease inhibitors.
36920025,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The specific drugs received by individuals in the study before sample sequencing are not detailed in the paper.
36931676,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,"Yes, the paper reports HIV sequences from patient samples. plaintext"
36931676,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,"Yes, the paper reports in vitro drug susceptibility data. plaintext"
36931676,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"Yes, the sequences from the paper were made publicly available. plaintext"
36931676,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,The paper does not provide GenBank accession numbers for sequenced HIV isolates. plaintext
36931676,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"The paper reports samples were obtained from 13,029 individuals. plaintext"
36931676,6,From which countries were the sequenced samples obtained?,List,Demographics,The paper does not specify the countries from which the sequenced samples were obtained. plaintext
36931676,7,From what years were the sequenced samples obtained?,List,Demographics,The paper does not specify the years from which the sequenced samples were obtained. plaintext
36931676,8,Were samples cloned prior to sequencing?,Boolean,Technical,The paper does not indicate whether samples were cloned prior to sequencing. plaintext
36931676,9,Which HIV genes were reported to have been sequenced?,List,Technical,The paper does not specify which HIV genes were sequenced. plaintext
36931676,10,What method was used for sequencing?,List,Technical,The paper does not specify the method used for sequencing. plaintext
36931676,11,What type of samples were sequenced?,List,Technical,"The types of samples sequenced include blood plasma, serum, and HIV isolates. plaintext"
36931676,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,"Yes, sequences were obtained from individuals with virological failure on a treatment regimen. plaintext"
36931676,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,The paper does not indicate that the patients were in a clinical trial. plaintext
36931676,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,"Yes, the paper reports HIV sequences from individuals who had previously received ARV drugs. plaintext"
36931676,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,The paper indicates individuals received various ART classes as per their treatment history. plaintext
36931676,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,The paper does not specify which drugs were received by individuals in the study. The above responses summarize the findings from the evidence pool while adhering to your specified format for each question.
36961945,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
