PMID,QID,Question,Type,Category,Answer
41056006,7,From what years were the sequenced samples obtained?,List,Demographics,2019-2020
41056006,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
41056006,9,Which HIV genes were reported to have been sequenced?,List,Technical,Reverse transcriptase and capsid
41056006,10,What method was used for sequencing?,List,Technical,Not reported
41056006,11,What type of samples were sequenced?,List,Technical,Baseline samples and SC LEN total population
41056006,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
41056006,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
41056006,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
41056006,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Emtricitabine/tenofovir alafenamide (F/TAF)
41056006,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Lenacapavir (LEN), emtricitabine/tenofovir alafenamide (F/TAF)"
41057785,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
41057785,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
41057785,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
41057785,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
41057785,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,235
41057785,6,From which countries were the sequenced samples obtained?,List,Demographics,Uganda
41057785,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2023
41057785,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
41057785,9,Which HIV genes were reported to have been sequenced?,List,Technical,Reverse transcriptase gene
41057785,10,What method was used for sequencing?,List,Technical,Not reported
41057785,11,What type of samples were sequenced?,List,Technical,Blood samples
41057785,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
41057785,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
41057785,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
41057785,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTIs and NRTIs
41057785,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Nevirapine, efavirenz, and zidovudine"
41088231,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
41088231,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
41088231,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
41088231,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,PV187006
41088231,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1
41088231,6,From which countries were the sequenced samples obtained?,List,Demographics,China
41088231,7,From what years were the sequenced samples obtained?,List,Demographics,2023 and 2025
41088231,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
41088231,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not specified
41088231,10,What method was used for sequencing?,List,Technical,Sanger sequencing
41088231,11,What type of samples were sequenced?,List,Technical,Plasma and whole-blood samples
41088231,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
41088231,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
41088231,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
41088231,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
41088231,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
41091504,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
41091504,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
41091504,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
41091504,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
41091504,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not reported
41091504,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
41091504,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
41091504,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
41091504,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 protease gene
41091504,10,What method was used for sequencing?,List,Technical,Not reported
41091504,11,What type of samples were sequenced?,List,Technical,Not reported
41091504,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
41091504,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
41091504,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
41091504,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
41091504,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Darunavir
41093949,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
41093949,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
41093949,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
41093949,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,PQ735970-PQ735985
41093949,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not reported
41093949,6,From which countries were the sequenced samples obtained?,List,Demographics,China and the United States
41093949,7,From what years were the sequenced samples obtained?,List,Demographics,1978-2023
41093949,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
41093949,9,Which HIV genes were reported to have been sequenced?,List,Technical,Pol region
41093949,10,What method was used for sequencing?,List,Technical,Sanger sequencing
41093949,11,What type of samples were sequenced?,List,Technical,Not reported
41093949,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
41093949,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
41093949,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not reported
41093949,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
41093949,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
41112839,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
41112839,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
41112839,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
41112839,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,PP280627 to PP280757
41112839,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,237
41112839,6,From which countries were the sequenced samples obtained?,List,Demographics,Senegal
41112839,7,From what years were the sequenced samples obtained?,List,Demographics,2017-2018
41112839,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
41112839,9,Which HIV genes were reported to have been sequenced?,List,Technical,Reverse transcriptase (RT) gene
41112839,10,What method was used for sequencing?,List,Technical,ANRS AC11 genotyping technique and Big Dye Terminator v3.1
41112839,11,What type of samples were sequenced?,List,Technical,Dried blood spots (DBS) and whole blood samples
41112839,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
41112839,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
41112839,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
41112839,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None
41112839,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None
41129268,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
41129268,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
41129268,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
41129268,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
41129268,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,648
41129268,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
41129268,7,From what years were the sequenced samples obtained?,List,Demographics,2021
41129268,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
41129268,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
41129268,10,What method was used for sequencing?,List,Technical,Sanger sequencing
41129268,11,What type of samples were sequenced?,List,Technical,Plasma
41129268,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
41129268,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
41129268,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
41129268,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Integrase inhibitors, protease inhibitors, non-nucleoside reverse transcriptase inhibitors"
41129268,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"DTG, LPV/r, EFV, NVP"
41130593,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
41130593,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
41130593,3,Were sequences from the paper made publicly available?,Boolean,Data availability,"No, but data can be shared upon request"
41130593,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
41130593,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,11
41130593,6,From which countries were the sequenced samples obtained?,List,Demographics,Not mentioned
41130593,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned
41130593,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned
41130593,9,Which HIV genes were reported to have been sequenced?,List,Technical,CA gene
41130593,10,What method was used for sequencing?,List,Technical,Next-generation sequencing platform (MiSeq; Illumina)
41130593,11,What type of samples were sequenced?,List,Technical,Plasma samples
41130593,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
41130593,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
41130593,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
41130593,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NtRTI
41130593,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Emtricitabine and tenofovir alafenamide
41140464,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
41140464,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
41140464,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
41140464,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not provided
41140464,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not provided
41140464,6,From which countries were the sequenced samples obtained?,List,Demographics,"Kenya, Uganda, Tanzania, and Ethiopia"
41140464,7,From what years were the sequenced samples obtained?,List,Demographics,2015-2025
41140464,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not provided
41140464,9,Which HIV genes were reported to have been sequenced?,List,Technical,"pol gene (PR, RT, IN)"
41140464,10,What method was used for sequencing?,List,Technical,Not provided
41140464,11,What type of samples were sequenced?,List,Technical,Not provided
41140464,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not provided
41140464,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not provided
41140464,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
41140464,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTIs, NRTIs, PIs, and INSTIs"
41140464,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"nevirapine (NVP), efavirenz (EFV), doravirine (DOR), etravirine (ETR), rilpivirine (RPV), emtricitabine (FTC), lamivudine (3TC), didanosine (DDI), and others"
