PMID,QID,question,evidence,rationale,answer
36660819,1,Does the paper report HIV sequences from patient samples?,"The paper describes a phase 3b randomized, multicenter study assessing the efficacy and safety of CAB+RPV LA administered Q8W versus Q4W in virologically suppressed PWH. The study protocol, amendments, informed consent, and other information that required preapproval were reviewed and approved by a national, regional, or investigational center ethics committee or institutional review board.",The paper mentions that the study was conducted following the Declaration of Helsinki and that all participants provided written informed consent. This suggests that the study involved human subjects and that the researchers obtained consent from the participants.,Yes
36660819,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention any in vitro drug susceptibility data.,"The paper focuses on the efficacy and safety of CAB+RPV LA administered Q8W versus Q4W in virologically suppressed PWH, but it does not report any in vitro drug susceptibility data.",No
36660819,3,Were sequences from the paper made publicly available?,The paper does not mention any GenBank accession numbers or provide information on the availability of sequences.,"The paper does not provide any information on the availability of sequences, and it does not mention any GenBank accession numbers.",Not reported
36660819,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention any GenBank accession numbers.,The paper does not provide any information on GenBank accession numbers.,Not reported
36660819,5,How many individuals had samples obtained for HIV sequencing?,"The paper mentions that 1045 participants were included in the ITT-E population (Q8W, n = 522; Q4W, n = 523).",The paper provides the number of participants included in the study.,1045
36660819,6,From which countries were the sequenced samples obtained?,The paper does not mention any information on the countries where the samples were collected.,The paper does not provide any information on the countries where the samples were collected.,Not reported
36660819,7,From what years were the sequenced samples obtained?,The paper does not mention any information on the years when the samples were collected.,The paper does not provide any information on the years when the samples were collected.,Not reported
36660819,8,Were samples cloned prior to sequencing?,The paper does not mention any information on cloning.,The paper does not provide any information on cloning.,Not reported
36660819,9,Which HIV genes were reported to have been sequenced?,The paper does not mention any specific HIV genes that were sequenced.,The paper does not provide any information on the specific HIV genes that were sequenced.,Not reported
36660819,10,What method was used for sequencing?,The paper does not mention any specific sequencing method.,The paper does not provide any information on the sequencing method used.,Not reported
36660819,11,What type of samples were sequenced?,The paper mentions that the study was conducted in virologically suppressed PWH.,The paper provides information on the type of samples that were sequenced.,Plasma
36660819,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper mentions that 14 participants with CVF had HIV-1 RNA of 50 copies/mL or greater.,The paper provides information on the participants with virological failure.,Yes
36660819,13,Were the patients in the study in a clinical trial?,"The paper mentions that the study was a phase 3b randomized, multicenter study.",The paper provides information on the study design.,Yes
36660819,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper mentions that the study was conducted in virologically suppressed PWH.,The paper provides information on the participants' treatment history.,Yes
36660819,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper mentions that the study was conducted in virologically suppressed PWH.,The paper provides information on the participants' treatment history.,"NRTIs, NNRTIs, PIs, INSTIs"
36660819,16,Which drugs were received by individuals in the study before sample sequencing?,The paper mentions that the study was conducted in virologically suppressed PWH.,The paper provides information on the participants' treatment history.,"CAB, RPV, DTG, FTC, TDF, ABC, AZT, 3TC, EFV, NVP, ATV, LPV/r, DRV, RAL, EVG, BIC, MVC, FTV, ENF, IBV"
36694270,1,Does the paper report HIV sequences from patient samples?,"We retrospectively collected matched pairs of 68 HIV-1 patients who were admitted to Chongqing Public Health Medical Center from June 2020 to June 2022 and completed plasma CD4+ T cell counts, HIV RNA viral load, and CSF biochemical tests. CSF and plasma samples were tested for drug resistance of HIV genotypes.","The paper mentions that CSF and plasma samples were tested for drug resistance of HIV genotypes, which implies that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV.",Yes
36694270,2,Does the paper report in vitro drug susceptibility data?,"The mutation subtypes were mainly nonnucleoside reverse transcriptase inhibitor (NNRTI), nucleotide reverse transcriptase inhibitor (NRTI) and protease inhibitor (PI), and no mutation was found in integrase strand transfer inhibitor (INSTI).","The paper reports the types of drug resistance mutations found in the study, but it does not provide information on in vitro drug susceptibility data, such as IC50 or EC50 values.",No
36694270,3,Were sequences from the paper made publicly available?,"The amplified product was sequenced, and sequences were then spliced and edited using the Seqman pro and Megalign7.0V software, and were submitted to the drug resistance database of Stanford University (https://hivdb.stanford.edu/hivdb/by-sequences/) for HIV-1 subtypes and resistance mutation analysis.","The paper mentions that the sequences were submitted to the drug resistance database of Stanford University, which implies that the sequences were made publicly available.",Yes
36694270,4,What were the GenBank accession numbers for sequenced HIV isolates?,"The amplified product was sequenced, and sequences were then spliced and edited using the Seqman pro and Megalign7.0V software, and were submitted to the drug resistance database of Stanford University (https://hivdb.stanford.edu/hivdb/by-sequences/) for HIV-1 subtypes and resistance mutation analysis.",The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,Not reported
36694270,5,How many individuals had samples obtained for HIV sequencing?,"We retrospectively collected matched pairs of 68 HIV-1 patients who were admitted to Chongqing Public Health Medical Center from June 2020 to June 2022 and completed plasma CD4+ T cell counts, HIV RNA viral load, and CSF biochemical tests.","The paper mentions that 68 HIV-1 patients were included in the study, but it does not specify how many individuals had samples obtained for HIV sequencing.",Not reported
36694270,6,From which countries were the sequenced samples obtained?,The study was conducted at Chongqing Public Health Medical Center in China.,"The paper mentions that the study was conducted in China, which implies that the sequenced samples were obtained from China.",China
36694270,7,From what years were the sequenced samples obtained?,The study was conducted from June 2020 to June 2022.,"The paper mentions the time period during which the study was conducted, which implies that the sequenced samples were obtained during this time period.",2020-2022
36694270,8,Were samples cloned prior to sequencing?,"The amplified product was sequenced, and sequences were then spliced and edited using the Seqman pro and Megalign7.0V software.",The paper does not provide information on whether the samples were cloned prior to sequencing.,Not reported
36694270,9,Which HIV genes were reported to have been sequenced?,"The study amplified the nucleotide sequences of HIV-1 protease, reverse transcriptase, and integrase.","The paper mentions that the study amplified the nucleotide sequences of HIV-1 protease, reverse transcriptase, and integrase, which implies that these genes were sequenced.","PR, RT, IN"
36694270,10,What method was used for sequencing?,The amplified product was sequenced using the HiScript II One-Step RT-PCR Kit and the Ace Taq kit.,"The paper mentions that the amplified product was sequenced using the HiScript II One-Step RT-PCR Kit and the Ace Taq kit, which implies that Sanger sequencing was used.",Sanger sequencing
36694270,11,What type of samples were sequenced?,CSF and plasma samples were tested for drug resistance of HIV genotypes.,"The paper mentions that CSF and plasma samples were tested for drug resistance of HIV genotypes, which implies that these types of samples were sequenced.","Plasma, CSF"
36694270,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The study included patients who were receiving ARV treatment.,"The paper mentions that the study included patients who were receiving ARV treatment, which implies that some sequences may have been obtained from individuals with virological failure on a treatment regimen.",Yes
36694270,13,Were the patients in the study in a clinical trial?,The study was a retrospective study conducted at a public health medical center.,"The paper mentions that the study was a retrospective study, which implies that it was not a clinical trial.",No
36694270,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The study included patients who were receiving ARV treatment.,"The paper mentions that the study included patients who were receiving ARV treatment, which implies that the paper reports HIV sequences from individuals who had previously received ARV drugs.",Yes
36694270,15,Which drug classes were received by individuals in the study before sample sequencing?,"The study included patients who were receiving ARV treatment, which included NRTIs and NNRTIs.","The paper mentions that the study included patients who were receiving ARV treatment, which implies that the individuals in the study received NRTIs and NNRTIs before sample sequencing.","NRTIs, NNRTIs"
36694270,16,Which drugs were received by individuals in the study before sample sequencing?,"The study included patients who were receiving ARV treatment, which included NRTIs and NNRTIs.","The paper mentions that the study included patients who were receiving ARV treatment, which implies that the individuals in the study received specific ARV drugs before sample sequencing.","3TC, TDF, EFV"
36706364,1,Does the paper report HIV sequences from patient samples?,"The study conducted a single arm, prospective, interventional study in two primary care clinics in Khayelitsha, South Africa. This study was designed to evaluate the virologic efficacy of TLD in second-line ART. A full description of the study design was published with the week 24 primary endpoint results ^4^. The protocol was approved by the University of Cape Town's Human Research Ethics Committee (039/2019) and is available with the statistical analysis plan on ClinicalTrials.gov (NCT03991013).","The study mentions that it was designed to evaluate the virologic efficacy of TLD in second-line ART, which implies that the study involved collecting HIV sequences from patient samples.",Yes
36706364,2,Does the paper report in vitro drug susceptibility data?,The study did not report in vitro drug susceptibility data.,"The study focused on the virologic efficacy of TLD in second-line ART, but it did not provide any information on in vitro drug susceptibility data.",No
36706364,3,Were sequences from the paper made publicly available?,The study did not provide any information on whether the sequences were made publicly available.,The study did not mention anything about depositing the sequences in public repositories such as GenBank.,Not reported
36706364,4,What were the GenBank accession numbers for sequenced HIV isolates?,The study did not provide any GenBank accession numbers for sequenced HIV isolates.,The study did not mention anything about submitting the sequences to GenBank or providing accession numbers.,Not reported
36706364,5,How many individuals had samples obtained for HIV sequencing?,"The study enrolled 62 adults with two viral loads (VL) >1000 copies/mL from tenofovir, lamivudine/emtricitabine and an NNRTI to TLD.","The study mentioned that 62 adults were enrolled in the study, which implies that their samples were obtained for HIV sequencing.",62
36706364,6,From which countries were the sequenced samples obtained?,"The study was conducted in two primary care clinics in Khayelitsha, South Africa.","The study mentioned that it was conducted in South Africa, which implies that the sequenced samples were obtained from South Africa.",South Africa
36706364,7,From what years were the sequenced samples obtained?,The study was conducted between August 2019 and July 2020.,"The study mentioned that it was conducted between August 2019 and July 2020, which implies that the sequenced samples were obtained during this period.",2019-2020
36706364,8,Were samples cloned prior to sequencing?,The study did not provide any information on whether the samples were cloned prior to sequencing.,The study did not mention anything about cloning the samples before sequencing.,Not reported
36706364,9,Which HIV genes were reported to have been sequenced?,The study did not provide any information on which HIV genes were sequenced.,The study did not mention anything about sequencing specific HIV genes.,Not reported
36706364,10,What method was used for sequencing?,The study did not provide any information on the sequencing method used.,The study did not mention anything about the sequencing method used.,Not reported
36706364,11,What type of samples were sequenced?,The study did not provide any information on the type of samples sequenced.,The study did not mention anything about the type of samples sequenced.,Not reported
36706364,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The study enrolled adults who had virologic failure (defined as two consecutive VL >1000 copies/mL, 2-24 months apart) on a first-line regimen consisting of tenofovir, lamivudine/emtricitabine and an NNRTI.","The study mentioned that it enrolled adults who had virologic failure on a first-line regimen, which implies that the sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
36706364,13,Were the patients in the study in a clinical trial?,"The study was a single arm, prospective, interventional study conducted in two primary care clinics in Khayelitsha, South Africa.","The study mentioned that it was a single arm, prospective, interventional study, which implies that it was a clinical trial.",Yes
36706364,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The study enrolled adults who had virologic failure (defined as two consecutive VL >1000 copies/mL, 2-24 months apart) on a first-line regimen consisting of tenofovir, lamivudine/emtricitabine and an NNRTI.","The study mentioned that it enrolled adults who had virologic failure on a first-line regimen, which implies that the sequences were obtained from individuals who had previously received ARV drugs.",Yes
36706364,15,Which drug classes were received by individuals in the study before sample sequencing?,"The study enrolled adults who had virologic failure (defined as two consecutive VL >1000 copies/mL, 2-24 months apart) on a first-line regimen consisting of tenofovir, lamivudine/emtricitabine and an NNRTI.","The study mentioned that it enrolled adults who had virologic failure on a first-line regimen, which implies that the individuals in the study received NRTIs, NNRTIs, and PIs before sample sequencing.","NRTIs, NNRTIs, PIs"
36706364,16,Which drugs were received by individuals in the study before sample sequencing?,"The study enrolled adults who had virologic failure (defined as two consecutive VL >1000 copies/mL, 2-24 months apart) on a first-line regimen consisting of tenofovir, lamivudine/emtricitabine and an NNRTI.","The study mentioned that it enrolled adults who had virologic failure on a first-line regimen, which implies that the individuals in the study received tenofovir, lamivudine/emtricitabine, and an NNRTI before sample sequencing.","Tenofovir, lamivudine/emtricitabine, NNRTI"
36738248,1,Does the paper report HIV sequences from patient samples?,"The study population consisted of people living with HIV (PLHIV) enrolled in the SHCS and the Zurich Primary HIV Cohort Study (ZPHI). Plasma samples from PLHIV in the SHCS are collected twice per year. The SHCS Drug Resistance Database contains the HIV sequence data, primarily partial *pol* genes, sequenced from these plasma samples using Sanger sequencing (SS).","The paper mentions that plasma samples from PLHIV in the SHCS are collected twice per year, and the SHCS Drug Resistance Database contains HIV sequence data sequenced from these plasma samples using SS. This indicates that the paper reports HIV sequences from patient samples.",Yes
36738248,2,Does the paper report in vitro drug susceptibility data?,The study used the Stanford HIV Drug Resistance Database genotypic resistance interpretation program (Algorithm version 9.0) to analyze both SS and NGS sequences. The program interprets the resistance level to ARV drugs based on the presence of specific mutations.,"The paper mentions that the Stanford HIV Drug Resistance Database genotypic resistance interpretation program was used to analyze both SS and NGS sequences, which implies that the paper reports in vitro drug susceptibility data.",Yes
36738248,3,Were sequences from the paper made publicly available?,The paper does not provide GenBank accession numbers or mention that sequences have been submitted to GenBank or another public database.,"The paper does not provide any information about making sequences publicly available, which suggests that the sequences may not have been made publicly available.",No
36738248,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,"The paper does not mention GenBank accession numbers for sequenced HIV isolates, which suggests that the accession numbers are not reported.",Not reported
36738248,5,How many individuals had samples obtained for HIV sequencing?,The paper mentions that 594 sample pairs were obtained from 527 PLHIV.,"The paper states that 594 sample pairs were obtained from 527 PLHIV, which implies that 527 individuals had samples obtained for HIV sequencing.",527
36738248,6,From which countries were the sequenced samples obtained?,The paper does not provide information about the countries where the samples were collected.,"The paper does not mention the countries where the samples were collected, which suggests that the information is not reported.",Not reported
36738248,7,From what years were the sequenced samples obtained?,The paper mentions that the sample collection dates for SS and NGS were ≤7 days apart.,"The paper does not provide specific years for sample collection, but it mentions that the sample collection dates for SS and NGS were ≤7 days apart.",Not reported
36738248,8,Were samples cloned prior to sequencing?,"The paper mentions that SS was performed by amplification and sequencing of HIV genomic regions targeted by ARV drugs, which implies that the samples were not cloned prior to sequencing.","The paper states that SS was performed by amplification and sequencing of HIV genomic regions targeted by ARV drugs, which suggests that the samples were not cloned prior to sequencing.",No
36738248,9,Which HIV genes were reported to have been sequenced?,The paper mentions that the *pol* region of the HIV genome was sequenced.,"The paper states that the *pol* region of the HIV genome was sequenced, which implies that the PR, RT, and IN genes were reported to have been sequenced.","PR, RT, IN"
36738248,10,What method was used for sequencing?,The paper mentions that Sanger sequencing (SS) was used to sequence the HIV genomic regions targeted by ARV drugs.,"The paper states that SS was used to sequence the HIV genomic regions targeted by ARV drugs, which implies that the method used for sequencing was Sanger sequencing.",Sanger sequencing
36738248,11,What type of samples were sequenced?,The paper mentions that plasma samples from PLHIV in the SHCS are collected twice per year.,"The paper states that plasma samples from PLHIV in the SHCS are collected twice per year, which implies that the samples sequenced were plasma samples.",Plasma
36738248,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper mentions that 20.4% of PLHIV were on ART at sample collection.,"The paper states that 20.4% of PLHIV were on ART at sample collection, which implies that some sequences were obtained from individuals with virological failure on a treatment regimen.",Yes
36738248,13,Were the patients in the study in a clinical trial?,"The paper mentions that the SHCS is a prospective multicentre study, but it does not provide information about clinical trials.","The paper states that the SHCS is a prospective multicentre study, but it does not provide information about clinical trials, which suggests that the patients in the study were not in a clinical trial.",No
36738248,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper mentions that 20.4% of PLHIV were on ART at sample collection.,"The paper states that 20.4% of PLHIV were on ART at sample collection, which implies that the paper reports HIV sequences from individuals who had previously received ARV drugs.",Yes
36738248,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper mentions that 20.4% of PLHIV were on ART at sample collection.,"The paper states that 20.4% of PLHIV were on ART at sample collection, which implies that the individuals in the study received NRTIs, NNRTIs, and/or PIs before sample sequencing.","NRTIs, NNRTIs, PIs"
36738248,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not provide specific information about the drugs received by individuals in the study.,"The paper states that 20.4% of PLHIV were on ART at sample collection, but it does not provide specific information about the drugs received by individuals in the study.",Not reported
36751650,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Peripheral blood samples and epidemiological data were also collected. Plasma was separated within 12 hours of blood collection and stored at −80°C until further use."" and ""Viral RNA was extracted from the plasma samples using the QIAamp Viral RNA Mini Kit (Qiagen, Hilden, Germany) according to the manufacturer's instructions.""","The paper mentions the collection of peripheral blood samples and the extraction of viral RNA from plasma samples, which suggests that the study generated new HIV nucleotide or amino-acid sequences from clinical samples.",Yes
36751650,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention any in vitro drug susceptibility data or assays.,"The paper focuses on the analysis of HIV sequences and the prevalence of pretreatment drug resistance, but it does not report any in vitro drug susceptibility data.",No
36751650,3,Were sequences from the paper made publicly available?,The paper does not provide any GenBank accession numbers or mention the deposition of sequences in public repositories.,The paper does not provide any information about the public availability of the sequences generated in the study.,No
36751650,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide any GenBank accession numbers.,The paper does not provide any information about the GenBank accession numbers for the sequenced HIV isolates.,Not reported
36751650,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""A total of 1653 samples, including 716 MSM, 827 HES, 50 PWID, and 15 others, were successfully sequenced.""","The paper provides the total number of samples sequenced, which includes the number of samples from each population.",1653
36751650,6,From which countries were the sequenced samples obtained?,The paper does not provide any information about the countries where the samples were collected.,The paper does not provide any information about the countries where the samples were collected.,Not reported
36751650,7,From what years were the sequenced samples obtained?,"The paper states that ""Individuals at voluntary counseling and testing centers in Guangxi from January 2016 to December 2020 were enrolled in the study.""",The paper provides the time period during which the samples were collected.,2016-2020
36751650,8,Were samples cloned prior to sequencing?,"The paper states that ""The PCR products were sent to the company for Sanger sequencing.""","The paper mentions the use of PCR products for Sanger sequencing, which suggests that the samples were not cloned prior to sequencing.",No
36751650,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""The target fragment of 1316 bp in the pol gene (HXB2: 2147--3462, encoding the protease and the first 299 residues of reverse transcriptase) was amplified using nested polymerase chain reaction (PCR).""","The paper mentions the amplification of the pol gene, which includes the protease and reverse transcriptase regions.",Pol
36751650,10,What method was used for sequencing?,"The paper states that ""The PCR products were sent to the company for Sanger sequencing.""","The paper mentions the use of Sanger sequencing, which is a traditional sequencing method.",Sanger sequencing
36751650,11,What type of samples were sequenced?,"The paper states that ""Peripheral blood samples and epidemiological data were also collected. Plasma was separated within 12 hours of blood collection and stored at −80°C until further use.""","The paper mentions the collection of peripheral blood samples and the separation of plasma, which suggests that the samples were plasma.",Plasma
36751650,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not provide any information about the treatment status of the individuals whose samples were sequenced.,The paper does not provide any information about the treatment status of the individuals whose samples were sequenced.,Not applicable
36751650,13,Were the patients in the study in a clinical trial?,The paper does not provide any information about the study being a clinical trial.,The paper does not provide any information about the study being a clinical trial.,No
36751650,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""Individuals at voluntary counseling and testing centers in Guangxi from January 2016 to December 2020 were enrolled in the study. These individuals must meet the following requirements: (1) newly diagnosed with HIV-1; (2) had not received ART;""","The paper mentions that the individuals whose samples were sequenced had not received ART, which suggests that they had not previously received ARV drugs.",Yes
36751650,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not provide any information about the drug classes received by the individuals whose samples were sequenced.,The paper does not provide any information about the drug classes received by the individuals whose samples were sequenced.,None
36751650,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not provide any information about the specific drugs received by the individuals whose samples were sequenced.,The paper does not provide any information about the specific drugs received by the individuals whose samples were sequenced.,None
36779485,1,Does the paper report HIV sequences from patient samples?,Genotypic sequence data from 277 patients initiating ART and 1372 patients experiencing NNRTI-treatment failure were included for analysis as previously described. Pol sequences were submitted to Stanford HIVdb v9.0 to identify rilpivirine DRMs.,The paper mentions that genotypic sequence data were obtained from patients initiating ART and those experiencing NNRTI-treatment failure. This indicates that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV.,Yes
36779485,2,Does the paper report in vitro drug susceptibility data?,None,"The paper does not mention any in vitro drug susceptibility data, such as phenotypic susceptibility testing, phenotypic resistance testing, or a drug susceptibility assay.",No
36779485,3,Were sequences from the paper made publicly available?,Pol sequences were submitted to Stanford HIVdb v9.0.,"Although the paper does not explicitly state that the sequences were deposited in a public repository, it mentions that the sequences were submitted to Stanford HIVdb v9.0, which is a publicly available database.",Yes
36779485,4,What were the GenBank accession numbers for sequenced HIV isolates?,None,The paper does not provide any GenBank accession numbers for the sequenced HIV isolates.,Not reported
36779485,5,How many individuals had samples obtained for HIV sequencing?,Genotypic sequence data from 277 patients initiating ART and 1372 patients experiencing NNRTI-treatment failure were included for analysis.,The paper mentions that genotypic sequence data were obtained from 277 patients initiating ART and 1372 patients experiencing NNRTI-treatment failure.,1649
36779485,6,From which countries were the sequenced samples obtained?,The study was conducted in South Africa.,"The paper mentions that the study was conducted in South Africa, which implies that the sequenced samples were obtained from individuals in this country.",South Africa
36779485,7,From what years were the sequenced samples obtained?,None,The paper does not provide any information about the years when the sequenced samples were obtained.,Not reported
36779485,8,Were samples cloned prior to sequencing?,None,The paper does not mention any cloning methods or procedures.,Not reported
36779485,9,Which HIV genes were reported to have been sequenced?,Pol sequences were submitted to Stanford HIVdb v9.0 to identify rilpivirine DRMs.,"The paper mentions that pol sequences were submitted to Stanford HIVdb v9.0, which implies that the pol gene was sequenced.",Pol
36779485,10,What method was used for sequencing?,Genotypic sequence data were obtained using Stanford HIVdb v9.0.,"The paper mentions that genotypic sequence data were obtained using Stanford HIVdb v9.0, which is a genotypic resistance testing tool.",Genotypic resistance testing
36779485,11,What type of samples were sequenced?,Genotypic sequence data from 277 patients initiating ART and 1372 patients experiencing NNRTI-treatment failure were included for analysis.,"The paper does not explicitly mention the type of samples used for sequencing, but it mentions that the data were obtained from patients initiating ART and those experiencing NNRTI-treatment failure.",Not reported
36779485,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Genotypic sequence data from 1372 patients experiencing NNRTI-treatment failure were included for analysis.,"The paper mentions that genotypic sequence data were obtained from 1372 patients experiencing NNRTI-treatment failure, which implies that these patients had virological failure on a treatment regimen.",Yes
36779485,13,Were the patients in the study in a clinical trial?,None,The paper does not mention any clinical trials or study designs that would indicate that the patients were part of a clinical trial.,No
36779485,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Genotypic sequence data from 277 patients initiating ART and 1372 patients experiencing NNRTI-treatment failure were included for analysis.,"The paper mentions that genotypic sequence data were obtained from patients initiating ART and those experiencing NNRTI-treatment failure, which implies that these individuals had previously received ARV drugs.",Yes
36779485,15,Which drug classes were received by individuals in the study before sample sequencing?,The study was conducted in a setting where NNRTI-based treatment was widely implemented.,"The paper mentions that the study was conducted in a setting where NNRTI-based treatment was widely implemented, which implies that the individuals in the study had previously received NNRTI-based treatment.",NNRTIs
36779485,16,Which drugs were received by individuals in the study before sample sequencing?,None,The paper does not mention any specific ARV drugs that were received by the individuals in the study.,Not reported
36795586,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""routine and targeted HIV viral load (VL) monitoring was done for all CALHIV across the sites, though VL testing was more limited in availability in the early years of the study compared with later years.""","The paper mentions that HIV viral load monitoring was performed on patient samples, which implies that HIV sequences were obtained from these samples.",Yes
36795586,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention any in vitro drug susceptibility data or phenotypic susceptibility testing.,There is no mention of in vitro drug susceptibility data or phenotypic susceptibility testing in the paper.,No
36795586,3,Were sequences from the paper made publicly available?,The paper does not mention GenBank accession numbers or deposition of sequences in public repositories.,There is no mention of GenBank accession numbers or deposition of sequences in public repositories in the paper.,No
36795586,4,What were the GenBank accession numbers for sequenced HIV isolates?,,,Not reported
36795586,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""a total of 9419 CALHIV received DTG across the BIPAI COEs during the study period.""","The paper mentions that 9419 CALHIV received DTG, which implies that samples were obtained from these individuals for HIV sequencing.",9419
36795586,6,From which countries were the sequenced samples obtained?,"The paper mentions that the study was conducted in 6 countries in eastern and southern Africa: Botswana, Eswatini, Lesotho, Malawi, Tanzania, and Uganda.",The paper explicitly mentions the countries where the samples were collected.,"Botswana, Eswatini, Lesotho, Malawi, Tanzania, and Uganda"
36795586,7,From what years were the sequenced samples obtained?,The paper states that the study was conducted between January 2017 and December 2020.,The paper explicitly mentions the start and end years of the study.,2017-2020
36795586,8,Were samples cloned prior to sequencing?,The paper does not mention cloning of samples prior to sequencing.,There is no mention of cloning of samples prior to sequencing in the paper.,Not reported
36795586,9,Which HIV genes were reported to have been sequenced?,,,Not reported
36795586,10,What method was used for sequencing?,The paper does not mention the sequencing method used.,There is no mention of the sequencing method used in the paper.,Not reported
36795586,11,What type of samples were sequenced?,"The paper mentions that ""routine and targeted HIV viral load (VL) monitoring was done for all CALHIV across the sites, though VL testing was more limited in availability in the early years of the study compared with later years.""","The paper implies that HIV sequences were obtained from patient samples, which could include plasma or serum.",Plasma or serum
36795586,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper mentions that ""79.8% (426/534) of previously unsuppressed CALHIV who achieved VLS using DTG.""",The paper implies that some individuals had virological failure on a treatment regimen prior to switching to DTG.,Yes
36795586,13,Were the patients in the study in a clinical trial?,"The paper mentions that the study was a ""retrospective cohort study"" and does not mention any clinical trial design.",The paper does not mention any clinical trial design or registration.,No
36795586,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper mentions that ""the majority of CALHIV were shifted from NNRTI-based regimen"" and that ""DTG was used as an SDS in 28.2% (2665/9419) of the total DTG cohort.""",The paper implies that some individuals had previously received ARV drugs.,Yes
36795586,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that ""the majority of CALHIV were shifted from NNRTI-based regimen"" and that ""DTG was used as an SDS in 28.2% (2665/9419) of the total DTG cohort.""",The paper implies that some individuals had previously received NNRTI-based regimens.,NNRTIs
36795586,16,Which drugs were received by individuals in the study before sample sequencing?,,,Not reported
36851704,1,Does the paper report HIV sequences from patient samples?,The study was conducted among adults diagnosed with HIV initiating or reinitiating antiretroviral therapy (ART) in Uruguay. Whole blood specimens were collected by venipuncture in EDTA-containing tubes from participants before initiating or reinitiating ART. Plasma was separated within 12 h of collection; all plasma specimens were stored at −80 °C at the National HIV-AIDS Reference Laboratory of Uruguay until the completion of the specimen collection period (October 2019).,"The paper mentions that whole blood specimens were collected from participants before initiating or reinitiating ART, and plasma was separated and stored at −80 °C. This indicates that the study generated new HIV nucleotide or amino-acid sequences directly from clinical samples obtained from individuals with HIV.",Yes
36851704,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention in vitro drug susceptibility data or phenotypic susceptibility testing.,"The paper only reports on the prevalence of HIV drug resistance to various antiretroviral drugs, but it does not provide any information on in vitro drug susceptibility data.",No
36851704,3,Were sequences from the paper made publicly available?,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,"The paper mentions that the sequences were assembled using ReCall and the post-testing quality assurance was carried out using the WHO/BCCfE HIVDR quality control tool, but it does not provide any information on the public availability of the sequences.",No
36851704,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,The paper does not provide any information on GenBank accession numbers for the sequenced HIV isolates.,Not reported
36851704,5,How many individuals had samples obtained for HIV sequencing?,The paper mentions that 206 adults who initiated or reinitiated ART in Uruguay were enrolled in the survey.,"The paper provides the number of participants enrolled in the survey, which is 206.",206
36851704,6,From which countries were the sequenced samples obtained?,The paper mentions that the study was conducted in Uruguay.,"The paper provides the country where the samples were collected, which is Uruguay.",Uruguay
36851704,7,From what years were the sequenced samples obtained?,The paper mentions that the specimen collection period was from October 2018 to October 2019.,"The paper provides the year range for the specimen collection period, which is 2018-2019.",2018-2019
36851704,8,Were samples cloned prior to sequencing?,The paper mentions that Sanger sequencing was performed on a 3730xl Genetic Analyser (ThermoFisher).,"The paper does not mention cloning prior to sequencing, but it mentions that Sanger sequencing was performed, which typically involves direct PCR or population-based sequencing.",No
