PMID,QID,Question,Type,Category,Human Answer,GPT-4o base,GPT-4o base correct,GPT-4o FT,GPT-4o FT correct,Llama3.1-70B base,Llama3.1-70B base correct,Llama3.1-70B FT,Llama3.1-70B FT correct,Llama3.1-8B base,Llama3.1-8B base correct,Llama3.1-8B FT,Llama3.1-8B FT correct,is_not_empty
36751650,11,What type of samples were sequenced?,List,Technical,Plasma,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,Plasma,1,True
36751650,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36751650,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36751650,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36751650,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,"NRTI, NNRTI, PI, INSTI",0,No,1,"NNRTI, PI, NRTI",0,No,1,"NRTI, NNRTI, PI, INSTI",0,No,1,False
36751650,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,"Fosamprenavir, Nelfinavir, Tipranavir, Abacavir, Zidovudine, Stavudine, Emtricitabine, Lamivudine, Tenofovir disoproxil fumarate, Doravirine, Efavirenz, Etravirine, Nevirapine, Rilpivirine, Bictegravir, Dolutegravir, Elvitegravir, Raltegravir",0,No,1,"Abacavir (ABC), Zidovudine (AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine (FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir (LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir (EVG), Dolutegravir (DTG), Bictegravir (BIC), cabotegravir (CAB), Lenacapavir (LEN)",0,No,1,False
36779485,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36779485,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36779485,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36779485,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36779485,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1649,1649,1,1649,1,1649,1,1649,1,1649,1,1649,1,True
36779485,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa,South Africa,1,South Africa,1,South Africa,1,South Africa,1,South Africa,1,South Africa,1,True
36779485,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
36779485,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36779485,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN, Pol","Reverse transcriptase, RT",0,Pol,1,"Protease, Reverse transcriptase, Integrase",1,"PR, RT, IN",1,Reverse transcriptase (RT),0,"PR, RT, IN",1,True
36779485,10,What method was used for sequencing?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36779485,11,What type of samples were sequenced?,List,Technical,Plasma,No,0,No,0,Plasma,1,No,0,Plasma (from patients) and Peripheral Blood Mononuclear Cells (PBMC) (from patients),0,"Plasma, PBMC, Whole Blood, Serum, Semen, CSF, Other, Unknown",0,True
36779485,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36779485,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36779485,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36779485,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI",NNRTI,0,"NRTI, NNRTI",1,NNRTI,1,NNRTI,1,NNRTI,1,NNRTI,1,True
36779485,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,RPV,Rilpivirine,1,Rilpivirine,1,Rilpivirine,1,NNRTI,0,Rilpivirine (RPV),1,"NVP, EFV, RPV, CAB",0,True
36795586,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,,0,1,0,1,0,1,0,1,0,1,0,1,False
36795586,6,From which countries were the sequenced samples obtained?,List,Demographics,,No,1,No,1,"Botswana, Eswatini, Lesotho, Malawi, Tanzania, Uganda",0,No,1,No,1,No,1,False
36795586,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,2017-2020,0,No,1,No,1,No,1,False
36795586,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,9,Which HIV genes were reported to have been sequenced?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,10,What method was used for sequencing?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,11,What type of samples were sequenced?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36795586,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,,No,1,No,1,Yes,0,No,1,No,1,No,1,False
36795586,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,"NRTI, NNRTI, PI",0,No,1,"INSTI (Integrase Inhibitor), including Dolutagravir (DTG)",0,No,1,No,1,No,1,False
36795586,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,Dolutagravir (DTG),0,No,1,No,1,No,1,False
36851704,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36851704,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36851704,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36851704,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36851704,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,206,206,1,206,1,206,1,206,1,206,1,206,1,True
36851704,6,From which countries were the sequenced samples obtained?,List,Demographics,Uruguay,Uruguay,1,Uruguay,1,Uruguay,1,Uruguay,1,No,0,Uruguay,1,True
36851704,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2019,2018-2019,1,2018-2019,1,2018-2019,1,2018-2019,1,2018-2019,1,2018-2019,1,True
36851704,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36851704,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN","Protease, Reverse transcriptase, Integrase",1,"PR, RT, IN",1,"Protease, Reverse transcriptase, Integrase",1,"PR, RT, IN",1,"Protease, Reverse transcriptase, and Integrase",1,"PR, RT, IN",1,True
36851704,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,True
36851704,11,What type of samples were sequenced?,List,Technical,Whole Blood,Whole Blood,1,Plasma,1,Plasma,1,Plasma,1,Whole Blood,1,Plasma,1,True
36851704,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,Yes,0,No,1,No,1,No,1,No,1,False
36851704,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36851704,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36851704,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, PI, INSTI","NRTI, NNRTI, INSTI",0,"NRTI, NNRTI, PI, INSTI",1,"NRTI, NNRTI, PI, INSTI",1,No,0,"NRTI, NNRTI, PI, INSTI",1,No,0,True
36851704,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,"Efavirenz (EFV), Nevirapine (NVP), Tenofovir disoproxil fumarate (TDF)",0,"TDF, FTC, 3TC, DTG, ATV/r, LPV/r",0,"Abacavir, Zidovudine, Lamivudine, Emtricitabine, Tenofovir, Nevirapine, Efavirenz, Raltegravir, Elvitegravir, Dolutagravir",0,No,1,"Abacavir (ABC), Zidovudine (AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine (FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir (LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir (EVG), Dolutegravir (DTG), Bictegravir (BIC), cabotegravir (CAB), Lenacapavir (LEN)",0,No,1,False
36851760,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36851760,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36851760,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36851760,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ435656-OQ435729,OQ435656-OQ435729,1,OQ435656-OQ435729,1,OQ435656-OQ435729,1,OQ435656-OQ435729,1,OQ435656-OQ435729,1,OQ435656-OQ435729,1,True
36851760,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,107,107,1,107,1,107,1,107,1,107,1,107,1,True
36851760,6,From which countries were the sequenced samples obtained?,List,Demographics,"Mali, Benin","Mali, Benin",1,"Benin, Mali",1,"Benin, Mali",1,"Benin, Mali",1,Mali and Benin,1,"Benin, Mali",1,True
36851760,7,From what years were the sequenced samples obtained?,List,Demographics,2015-2020,2015-2020,1,2015-2020,1,"2015-2016, 2018-2020",1,"2015-2016, 2018-2020",1,"2015-2016, 2018-2020",1,"2015-2016, 2018-2020",0,True
36851760,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36851760,9,Which HIV genes were reported to have been sequenced?,List,Technical,IN,"Integrase, IN",1,IN,1,Integrase,1,IN,1,Integrase,1,IN,1,True
36851760,10,What method was used for sequencing?,List,Technical,Sanger sequencing,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,Sanger sequencing,1,True
36851760,11,What type of samples were sequenced?,List,Technical,DBS,Other,0,DBS,1,DBS,1,DBS,1,DBS,1,DBS,1,True
36851760,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36851760,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,Yes,0,No,1,False
36851760,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36851760,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTI, NRTI, PI","NNRTI, NRTI, PI",1,"NRTI, NNRTI, PI",1,"NRTI, NNRTI, PI",1,No,0,"NRTI, NNRTI, PI, INSTI",0,"NRTI, NNRTI, PI, INST",0,True
36851760,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,"Abacavir, Zidovudine, Zalcitabine, Didanosine, Lamivudine, Stavudine, Emtricitabine, Tenofovir, Nevirapine, Delavirdine, Efavirenz, Etravirine, Rilpivirine, Doravirine, Amprenavir, Lopinavir, Atazanavir, Derunavir, Nelfinavir, Raltegravir, Elvitegravir, Dolutagravir, Bictegravir, cabotagravir, Lenacapavir",0,No,1,"Abacavir (ABC), Zidovudine'(AZT), Zalcitabine (DDC), Didanosine (DDI), Lamivudine (3TC), Stavudine (D4T), Emtricitabine(FTC), Tenofovir (TFV), Nevirapine (NVP), Delavirdine (DLV), Efavirenz (EFV), Etravirine (ETR), Rilpivirine (RPV), Doravirine (DOR), Amprenavir (APV), Lopinavir'(LPV), Atazanavir (ATV), Derunavir (DRV), Raltegravir (RAL), Elvitegravir(EVG), Dolutagravir (DTG), Bictegravir (BIC), cabotagravir (CAB), Lenacapavir (LEN)",0,No,1,False
36920025,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,True
36920025,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,True
36920025,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,,0,1,0,1,0,1,0,1,0,1,0,1,False
36920025,6,From which countries were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,9,Which HIV genes were reported to have been sequenced?,List,Technical,PR,No,0,PR,1,Protease,1,PR,1,Protease,1,No,0,True
36920025,10,What method was used for sequencing?,List,Technical,Illumina sequencing,Illumina sequencing,1,NGS,1,Illumina sequencing,1,Illumina sequencing,1,Illumina sequencing,1,No,0,True
36920025,11,What type of samples were sequenced?,List,Technical,,No,1,No,1,Plasma,0,Cell culture,0,Viral RNA,0,No,1,False
36920025,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36920025,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36931676,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,True
36931676,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36931676,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36931676,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36931676,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,,0,1,0,1,0,1,0,1,0,1,0,1,False
36931676,6,From which countries were the sequenced samples obtained?,List,Demographics,Sweden,No,0,Sweden,1,No,0,No,0,No,0,No,0,True
36931676,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
36931676,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36931676,9,Which HIV genes were reported to have been sequenced?,List,Technical,RT,No,0,Pol,0,No,0,No,0,No,0,PR,0,True
36931676,10,What method was used for sequencing?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36931676,11,What type of samples were sequenced?,List,Technical,"Plasma, CSF, PBMC",No,0,"Plasma, CSF",0,No,0,No,0,No,0,No,0,True
36931676,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,No,0,Yes,1,No,0,No,0,No,0,No,0,True
36931676,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36931676,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,No,0,Yes,1,No,0,No,0,No,0,No,0,True
36931676,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, PI, INSTI",No,0,"NRTI, INSTI, PI",0,No,0,No,0,No,0,No,0,True
36931676,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,DTG,No,0,Dolutegravir,1,No,0,No,0,No,0,No,0,True
36961945,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
36961945,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36961945,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36961945,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36961945,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,190,190,1,190,1,190,1,190,1,190,1,190,1,True
36961945,6,From which countries were the sequenced samples obtained?,List,Demographics,USA,No,0,No,0,No,0,No,0,No,0,No,0,True
36961945,7,From what years were the sequenced samples obtained?,List,Demographics,2005-2020,2005-2020,1,2005-2020,1,2005-2020,1,2005-2020,1,2005-2020,1,No,0,True
36961945,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36961945,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT, IN","PR, RT, IN",1,"PR, RT, IN",1,"Protease, PR; Reverse transcriptase, RT; Integrase, IN",1,"PR, RT, IN",1,"Protease (PR), Reverse transcriptase (RT), Integrase (IN)",1,"PR, RT, IN",1,True
36961945,10,What method was used for sequencing?,List,Technical,Illumina sequencing,Illumina sequencing,1,NGS,1,Next-generation sequencing (NGS),1,Next-generation sequencing,1,Illumina sequencing,1,NGS,1,True
36961945,11,What type of samples were sequenced?,List,Technical,"Plasma, PBMC",PBMC,0,"Plasma, PBMC",1,PBMC; Plasma,1,"PBMC, Plasma",1,Plasma,0,"PBMC, Plasma",1,True
36961945,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36961945,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36961945,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,,No,1,No,1,No,1,No,1,Yes,0,No,1,False
36961945,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,NRTI,0,No,1,NRTI,0,No,1,"NRTI, NNRTI",0,No,1,False
36961945,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,"Lamivudine (3TC), Emtricitabine (FTC)",0,No,1,Lamivudine (3TC); Emtricitabine (FTC),0,No,1,"Lamivudine (3TC), Emtricitabine (FTC)",0,No,1,False
36967989,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,,No,1,No,1,Yes,0,Yes,0,No,1,Yes,0,False
36967989,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,Yes,0,No,1,Yes,0,Yes,0,Yes,0,Yes,0,False
36967989,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,Yes,0,No,1,Yes,0,No,1,Yes,0,Yes,0,False
36967989,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,,0,1,0,1,0,1,0,1,0,1,0,1,False
36967989,6,From which countries were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,9,Which HIV genes were reported to have been sequenced?,List,Technical,PR,No,1,No,1,Protease,0,PR,0,No,1,PR,0,True
36967989,10,What method was used for sequencing?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,11,What type of samples were sequenced?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36967989,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,PI,0,No,1,No,1,No,1,False
36967989,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,No,1,"ATV, DRV, FPV, IDV, LPV, NFV, SQV, TPV",0,No,1,No,1,No,1,False
36982978,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,,No,1,Yes,0,No,1,No,1,No,1,No,1,False
36982978,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,Yes,0,No,1,Yes,0,No,1,Yes,0,No,1,False
36982978,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36982978,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
36982978,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,,0,1,0,1,0,1,0,1,0,1,0,1,False
36982978,6,From which countries were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
36982978,7,From what years were the sequenced samples obtained?,List,Demographics,,No,1,No,1,No,1,No,1,No,1,No,1,False
36982978,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36982978,9,Which HIV genes were reported to have been sequenced?,List,Technical,,No,1,"RT, IN",0,No,1,No,1,No,1,No,1,False
36982978,10,What method was used for sequencing?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36982978,11,What type of samples were sequenced?,List,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
36982978,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,,No,1,Yes,0,No,1,No,1,No,1,No,1,False
36982978,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
36982978,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,,No,1,Yes,0,No,1,No,1,No,1,No,1,False
36982978,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,"NRTI, PI, INSTI",0,"NRTI, PI, INSTI, CAI",0,No,1,No,1,No,1,False
36982978,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,,No,1,"Lamivudine (3TC), Abacavir (ABC), Zidovudine (AZT), Stavudine (D4T), Emtricitabine (FTC), Didanosine (DDI), Tenofovir (TFV), Tenofovir alafenamide (TAF), Darunavir, Saquinavir, Lopinavir",0,"Abacavir (ABC), Zidovudine (AZT), Lamivudine (3TC), Raltegravir (RAL)",0,No,1,No,1,No,1,False
37017009,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37017009,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37017009,3,Were sequences from the paper made publicly available?,Boolean,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37017009,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,,No,1,No,1,No,1,No,1,No,1,No,1,False
37017009,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,809 or 899,899,1,809,1,899,1,899,1,899,1,899,1,True
37017009,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa,South Africa,1,South Africa,1,South Africa,1,South Africa,1,South Africa,1,South Africa,1,True
37017009,7,From what years were the sequenced samples obtained?,List,Demographics,2017-2019,2017-2019,1,2017-2019,1,2017-2019,1,2017-2019,1,2017-2019,1,No,0,True
37017009,8,Were samples cloned prior to sequencing?,Boolean,Technical,,No,1,No,1,No,1,No,1,No,1,No,1,False
37017009,9,Which HIV genes were reported to have been sequenced?,List,Technical,"PR, RT","Protease, RT",1,"PR, RT",1,"Protease, Reverse transcriptase",1,"PR, RT",1,"Protease, RT",1,No,0,True
37017009,10,What method was used for sequencing?,List,Technical,"Sanger sequencing, Illumina sequencing",Illumina sequencing,0,Sanger sequencing; Illumina sequencing,1,Next-generation sequencing,0,Illumina sequencing,0,Illumina sequencing,0,Next-generation sequencing,0,True
37017009,11,What type of samples were sequenced?,List,Technical,Whole Blood,Whole Blood,1,Plasma,1,Whole Blood,1,Plasma,1,Whole Blood,1,Plasma,1,True
37017009,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,True
37017009,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,,No,1,No,1,No,1,No,1,No,1,No,1,False
37017009,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,True
37017009,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI, PI","PI, NNRTI",1,"NRTI, NNRTI, PI",1,"NRTI, NNRTI, PI",1,"NRTI, NNRTI, PI",1,"NRTI, NNRTI, PI",1,"NRTI, NNRTI, PI",1,True
