pmid,qid,question,chunk_ids,sections,scores
40763144,16,Which drugs were received by individuals in the study before sample sequencing?,6|27|2|25|33,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > HIV drug resistance testing in Uganda|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Methods|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion",13.5334|8.3392|8.0518|7.7453|7.6232
40763144,2,Does the paper report in vitro drug susceptibility data?,33|2|8|10|27,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Methods|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Data collection|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Ethics approval and consent to participate|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion",6.2304|5.9649|5.6814|5.2576|4.3513
40763144,3,What were the GenBank accession numbers for sequenced HIV isolates?,26|25|11|2|8,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Results|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Methods|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Data collection",5.6487|5.4847|4.2080|3.6333|3.3991
40763144,4,What were the GenBank accession numbers for sequenced HIV isolates?,26|25|11|2|8,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Results|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Methods|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Data collection",5.6487|5.4847|4.2080|3.6333|3.3991
40763144,5,From which countries were the sequenced samples obtained?,26|25|10|27|33,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Ethics approval and consent to participate|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion",8.1720|7.5209|6.9346|5.2620|5.0728
40763144,6,From which countries were the sequenced samples obtained?,26|25|10|27|33,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Ethics approval and consent to participate|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion",8.1720|7.5209|6.9346|5.2620|5.0728
40763144,7,From what years were the sequenced samples obtained?,26|10|25|15|12,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Ethics approval and consent to participate|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Results > HIVDR among children and adolescents|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Results > Baseline participant characteristics and HIVDR",7.1872|6.9346|6.5386|3.8769|3.6814
40763144,8,Were samples cloned prior to sequencing?,6|33|32|15|9,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > HIV drug resistance testing in Uganda|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Results > HIVDR among children and adolescents|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Materials and methods > Data analysis",6.2967|4.6669|4.5404|1.6082|1.6010
40763144,9,Which HIV genes were reported to have been sequenced?,27|2|26|32|25,"Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Abstract > Methods|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion|Prevalence of HIV drug resistance, its correlates and common mutations among people living with HIV failing on ART in northern Uganda: A cross-sectional study > Discussion",9.7428|7.0747|6.5663|6.5359|6.0884
40779404,1,Does the paper report HIV sequences from patient samples?,4|3|5|10|14,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Clinical Trial Study Participants|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Frequency and Detection of Preexisting K65R/N|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION,5.1386|1.7959|1.5920|1.5312|1.4441
40779404,10,What method was used for sequencing?,5|4|16|15|1,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials,5.2383|4.3876|3.7983|3.7853|2.3930
40779404,11,What type of samples were sequenced?,4|10|2|13|16,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Frequency and Detection of Preexisting K65R/N|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION,3.9897|0.8156|0.8113|0.8085|0.7935
40779404,12,How many individuals had samples obtained for HIV sequencing?,4|16|1|15|14,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION,6.5403|4.8344|4.8273|4.8172|2.4229
40779404,13,Were the patients in the study in a clinical trial?,3|12|1|14|5,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Clinical Trial Study Participants|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Virologic Outcome of B/F/TAF in Participants With Preexisting K65R/N|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis,6.6917|4.7565|3.6971|3.6960|3.6296
40779404,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,1|17|12|13|6,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Virologic Outcome of B/F/TAF in Participants With Preexisting K65R/N|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Characteristics and Demographics of Study Participants,5.2347|4.8994|4.2888|4.2163|4.2070
40779404,15,Which drug classes were received by individuals in the study before sample sequencing?,1|16|15|13|5,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis,8.1424|7.0986|7.0769|6.2444|6.0876
40779404,16,Which drugs were received by individuals in the study before sample sequencing?,13|1|12|16|15,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Virologic Outcome of B/F/TAF in Participants With Preexisting K65R/N|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION,7.8448|6.7630|5.9457|5.7441|5.7279
40779404,2,Does the paper report in vitro drug susceptibility data?,1|16|15|5|10,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Frequency and Detection of Preexisting K65R/N,7.5885|2.7740|2.7654|2.5028|1.8355
40779404,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|14|4|16|15,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION,2.6206|2.0397|2.0284|1.7666|1.7614
40779404,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|14|4|16|15,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION,2.6206|2.0397|2.0284|1.7666|1.7614
40779404,5,From which countries were the sequenced samples obtained?,4|13|3|5|10,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Clinical Trial Study Participants|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Frequency and Detection of Preexisting K65R/N,8.1559|3.9003|2.2700|2.0173|1.8863
40779404,6,From which countries were the sequenced samples obtained?,4|13|3|5|10,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Clinical Trial Study Participants|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Frequency and Detection of Preexisting K65R/N,8.1559|3.9003|2.2700|2.0173|1.8863
40779404,7,From what years were the sequenced samples obtained?,4|6|3|5|10,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Characteristics and Demographics of Study Participants|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Clinical Trial Study Participants|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > B/F/TAF Efficacy Analysis|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > RESULTS > Frequency and Detection of Preexisting K65R/N,5.5154|4.9409|4.5966|2.0173|1.8863
40779404,8,Were samples cloned prior to sequencing?,4|1|16|15|13,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION,6.0425|4.2576|2.9751|2.9677|2.5629
40779404,9,Which HIV genes were reported to have been sequenced?,4|13|16|15|14,Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > METHODS > Preexisting Genotypic Analyses|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION|Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide in Participants With Preexisting K65R/N in HIV-1 in Phase 2/3/3b Clinical Trials > DISCUSSION,5.6954|5.6683|4.4665|4.4549|3.6667
40839365,1,Does the paper report HIV sequences from patient samples?,6|1|8|11|20,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Prevalence of DRMs for Drug Classes and DRM Patterns|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations,3.7903|3.0458|2.5654|2.4489|2.3692
40839365,10,What method was used for sequencing?,8|1|3|6|20,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Study Design and Population|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations,3.3924|2.8232|2.6153|2.2525|1.9595
40839365,11,What type of samples were sequenced?,6|8|11|7|14,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Laboratory Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Prevalence of DRMs for Drug Classes and DRM Patterns|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Statistical Analysis|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Prevalence of DRMs for Drug Classes and DRM Patterns,4.8364|2.2706|2.2245|2.1602|2.0416
40839365,12,How many individuals had samples obtained for HIV sequencing?,8|9|5|11|2,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Genotyping Results|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Demographic and Clinical Characteristics|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Data Collection Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > RESULTS > Prevalence of DRMs for Drug Classes and DRM Patterns|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey,7.1761|5.0070|4.9654|4.3691|3.9590
40839365,13,Were the patients in the study in a clinical trial?,5|4|20|21|16,HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Data Collection Procedures|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > METHODS > Sample Size and Sampling|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION > Strengths and Limitations|HIV Drug Resistance to Dolutegravir Among Adults Investigated for Antiretroviral Treatment Failure in Malawi: A 2023 National Cross-Sectional Survey > DISCUSSION,7.5249|6.1275|5.1322|4.8661|4.5910
