PMID,QID,Question,Answer
40713598,8,Were samples cloned prior to sequencing?,No
40713598,9,Which HIV genes were reported to have been sequenced?,"PR, RT, IN"
40713598,10,What method was used for sequencing?,Illumina sequencing
40713598,11,What type of samples were sequenced?,Plasma
40713598,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40713598,13,Were the patients in the study in a clinical trial?,No
40713598,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40713598,15,Which drug classes were received by individuals in the study before sample sequencing?,"NNRTI, INSTI, NRTI"
40713598,16,Which drugs were received by individuals in the study before sample sequencing?,"NVP, EFV, 3TC, ZDV, ABC, DTG"
40391923,1,Does the paper report HIV sequences from patient samples?,Yes
40391923,2,Does the paper report in vitro drug susceptibility data?,No
40391923,3,Were sequences from the paper made publicly available?,Not reported
40391923,4,What were the GenBank accession numbers for sequenced HIV isolates?,
40391923,5,How many individuals had samples obtained for HIV sequencing?,488
40391923,6,From which countries were the sequenced samples obtained?,"Cameroon, Côte d'Ivoire, Malawi, Republic of Congo, Uganda, Zambia, Zimbabwe"
40391923,7,From what years were the sequenced samples obtained?,2022-2024
40391923,8,Were samples cloned prior to sequencing?,No
40391923,9,Which HIV genes were reported to have been sequenced?,
40391923,10,What method was used for sequencing?,
40391923,11,What type of samples were sequenced?,
40391923,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes
40391923,13,Were the patients in the study in a clinical trial?,No
40391923,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes
40391923,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI"
40391923,16,Which drugs were received by individuals in the study before sample sequencing?,"Tenofovir (TFV), Lamivudine (3TC), Dolutagravir (DTG), Raltegravir (RAL)"
40400229,1,Does the paper report HIV sequences from patient samples?,Yes
40400229,2,Does the paper report in vitro drug susceptibility data?,No
40400229,3,Were sequences from the paper made publicly available?,Not reported
40400229,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported
40400229,5,How many individuals had samples obtained for HIV sequencing?,47
40400229,6,From which countries were the sequenced samples obtained?,England
40400229,7,From what years were the sequenced samples obtained?,2017-2020
40400229,8,Were samples cloned prior to sequencing?,No
40400229,9,Which HIV genes were reported to have been sequenced?,Not reported
40400229,10,What method was used for sequencing?,Unknown
40400229,11,What type of samples were sequenced?,Not reported
40400229,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No
40400229,13,Were the patients in the study in a clinical trial?,Yes
40400229,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Unknown
40400229,15,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, INSTI, PI, NNRTI"
40400229,16,Which drugs were received by individuals in the study before sample sequencing?,"TDF/TAF, FTC/3TC, bictegravir, darunavir, dolutegravir, raltegravir, ABC, rilpivirine"
